sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
5852,37221,es,Otra pelÃ?cula de huevos y un pollo,13.891,4/20/2009,7.5,135,"['Animation', 'Comedy', 'Adventure']","Toto, now a chicken, tries to live as such, while Willy and Bibi deal some problems between them. A sorcerer egg desert needs a chicken heart to cast a spell. He sends his armies of eggs vulture, ostrich and scorpion to kidnap Toto. His friends embark on a journey through the desert to rescue the chicken, where they live countless adventures",0,100,
5855,477033,eu,Errementari,14.65,3/2/2018,6.4,394,"['Drama', 'Fantasy', 'Horror']","Basque Country, Spain, 1843. A police constable arrives at a small village in ÃÅlava to investigate a mysterious blacksmith who lives alone deep in the woods.",0,98,
5857,27098,sv,Lust och fÃ?gring stor,17.826,3/8/1995,6.5,73,"['Drama', 'Romance', 'War']","Stig is a 15-year-old pupil of 37-year-old teacher Viola. He is attracted by her beauty and maturity while she is drawn to him by his youth and innocence, a godsent relief from her drunk and miserable husband.",0,130,He was a student. She was his teacher. Their love was forbidden.
5865,565179,la,Il primo re,16.15,1/31/2019,7.1,871,"['Action', 'History', 'Drama']","Romulus and Remus, two shepherds and loyal brothers, end up taking part to a journey that will lead one of them to be the founder of the greatest nation ever seen. However, the fate of the chosen one will pass from killing his own brother.",2440478,123,
5870,439,it,La dolce vita,14.833,2/5/1960,8.2,1339,"['Comedy', 'Drama']","Journalist and man-about-town Marcello struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",19647000,176,The world's most talked about movie today!
5904,10775,cn,ç„¡é–“éÅ“,19.118,12/12/2002,7.8,1099,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']","Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",8708932,101,Loyalty. Honor. Betrayal.
5906,676840,es,El Amarre,10.118,10/21/2021,2.5,2,['Horror'],"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",0,77,
5907,560964,hi,à?œà?‚à?—à??à¥€,15.253,3/29/2019,6.6,79,"['Action', 'Adventure']",A vet returns home to his father's elephant reserve where he encounters and fights an international poacher's racket.,0,115,
5910,542928,es,La trinchera infinita,15.638,10/31/2019,7,179,"['Drama', 'History', 'Thriller']","A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.",0,148,
5920,505954,ru,?¢-34,14.626,12/27/2018,7,623,"['War', 'Action', 'Drama', 'History']","In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles.",36220872,139,Fast And Furious On Tanks
5923,440298,pl,Zimna wojna,14.122,6/8/2018,7.5,1137,"['Drama', 'Romance', 'War', 'Music']","A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",18754051,88,
5925,11047,fr,AstÃ©rix le Gaulois,16.108,12/20/1967,6.4,500,"['Family', 'Animation', 'Adventure', 'Comedy']","In the year 50 BC, Gaul is occupied by the Romans - nearly. But the small village of Asterix and his friends still resists the Roman legions with the aid of their druid's magic potion, which gives superhuman strength. Learning of this potion, a Roman centurion kidnaps the druid to get the secret formula out of him.",0,68,
5939,369698,ru,?’?¸?º?¸????,11.612,12/29/2016,5,116,"['History', 'Action', 'Drama']","The early Middle Ages. A time of heavy swords and dark blood law. The ruling clan is in discord. The guilt for the accidental death of the brother has fallen on the Grand Duke. According to the law, revenge must be taken by the younger brother, a bastard. For the refusal to kill, he has to pay with eve- rything he had, because â€œfor peace you need more swords than for a warâ€ù...",0,133,History is a symptom. The diagnosis is us.
5946,604563,fr,OSS 117 : Alerte rouge en Afrique noire,16.492,8/4/2021,5.9,243,"['Adventure', 'Comedy', 'Action']",The third entry in secret agent OSS 117's parodic spy adventures.,0,117,
5954,1643,it,Ultimo tango a Parigi,16.598,10/14/1972,7.1,902,"['Drama', 'Romance']",A recently widowed American begins an anonymous sexual relationship with a young Parisian woman.,36144000,129,
5959,228088,fr,De Superman Ã  Spider-Man: L'aventure des super-hÃ©ros,13.987,12/23/2001,5.8,13,"['Documentary', 'TV Movie']","The historical saga of American superheroes. Born in the period between the Great Depression and the World War II to combat the hobgoblins of the modern world, these mutant human beings with superhuman powers colonized the funny papers, radio dramas, television and films, to become a truly national industry in the United States: they gave expression to the fears and obsessions of the twentieth century and bolstered American ideals.",0,100,
5966,258670,fr,Marvel Renaissance,17.338,2/28/2014,5,8,"['Documentary', 'TV Movie']",Documentary about the rise of Marvel Studios after their near-bankruptcy in the mid-1990s.,0,52,
5968,553608,pt,Cinderela Pop,11.861,2/28/2019,6.5,244,"['Romance', 'Comedy']","Cintia is modern princess, she's connected, decided and loves music. This ""pop"" princess used to live with their parents in a huge castle with a nice view to the city. Every night she looked through the window and watch the view dreaming with a prince she didn't met yet. But one day her castle crumbles with everything around her, after her parents divorce she went to live with her aunt and stops believing in love.  What she didn't knew was that there was a charming prince in her history, that wanted to break the ice around our modern day cinderella.",0,94,
5970,24402,fr,Emmanuelle,14.093,6/25/1974,5.9,476,"['Drama', 'Romance']","Emmanuelle, a svelte, naive young woman, is en route to Bangkok where she'll join her new husband. He works for the French Embassy and has a lovely home, several dedicated servants, and an expensive car at his disposal. Once Emmanuelle arrives, her husband and a few friends introduce her to a realm of sexual ecstasy she'd never imagined.",0,89,Let's you feel good without feeling bad
5971,267802,es,Cambio de Ruta,11.358,5/23/2014,6.3,17,[],"NictÃ© is the best Tourist Guide in the Riviera Maya, her tours are full of unique adventures! She takes tourists to spectacular places where nobody dares to go: swimming in cenotes, tossing for zip lines, snorkeling with turtles and trying local delicacies are some of the experiences her customers will never forget. Suddenly, the local company she works for is bought by a multinational and NictÃ© will be forced to start from scratch to form her own company.",0,0,
5973,660637,es,El baile de los 41,14.894,11/19/2020,8,115,"['Drama', 'History']","Mexico City, November 1901. The police raid a private home where a secret party is being held. Among those attending is the son-in-law of President Porfirio DÃ?az.",0,99,
5975,11205,cn,å¿«é?êè»?,14.842,8/17/1984,7.1,233,"['Romance', 'Action', 'Comedy', 'Crime']","Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket.",0,108,Not since Don Quixote has Spain had so much fun!
5980,700028,fr,True Stories Scream,13.589,,0,0,['Documentary'],,0,0,
5988,570661,de,Der Fall Collini,14.804,4/18/2019,7.4,197,"['Thriller', 'Drama', 'Crime']",A young lawyer stumbles upon a vast conspiracy while investigating a brutal murder case.,0,118,A crime without a motive. A lawyer without experience. A judicial system without a memory.
5991,12481,zh,å”êå±±å?§å…„,20.084,10/2/1971,7.2,489,['Action'],"Chen is a city boy who moves with his cousins to work at an ice factory. He does this with a family promise never to get involved in any fight. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",0,100,Every limb of his body is a lethal weapon!!!
5999,33196,ko,í•´ì?´ëŒ€,13.583,6/6/2009,6.7,255,"['Action', 'Adventure', 'Drama', 'Thriller']","On Haeundae Beach, a guilt-ridden fisherman takes care of a woman whose father accidentally got killed. A scientist reunites with his ex-wife and a daughter who doesn't even remember his face. And a poor rescue worker falls in love with a rich city girl. When they all find out a gigantic tsunami will hit the beach, they realize they only have 10 minutes to escape.",71641901,120,
6014,399612,es,Proyecto LÃ¡zaro,12.582,12/13/2016,6.1,160,['Science Fiction'],"Marc, a successful, ambitious man, is diagnosed with terminal cancer, and is given a few months to live.  Unable to accept death, he decides to cryogenically freeze himself. The love of his life is devastated. Seventy years later, Marc becomes the first cryogenic resuscitated person in history. But this doesn't happen in the idealized way he dreamt of.",0,112,Immortality is only a matter of time.
6019,477666,es,Mi mejor amigo,12.084,3/18/2018,7.2,167,['Drama'],"Lorenzo is a teenager who lives in Patagonia. One day his family receives in his house to CaÃ?to, the son of some friends who are going through a serious family situation and can not take care of him. He is a complicated kid and has difficulty adapting to the new home. Despite the differences, a unique friendship arises between them. Each has much to learn from the other. Caito, still with his things, has that share of rebellion that Lorenzo needs to break the strict molds in his head and to let his most repressed instincts and passions flow. Home life becomes chaotic but vital and engaging. CaÃ?to is much more than a troublesome boy: he is someone who forces Lorenzo's parents to reopen a dark chapter of their past that they would rather not remember.",0,91,
6021,394684,es,Que Dios nos perdone,11.33,10/28/2016,6.7,318,"['Thriller', 'Crime', 'Action']","Madrid, summer 2011. Economic crisis. 15-M movement and 1.5 million pilgrims waiting for the Popeâ€™s arrival live side by side in a Madrid thatâ€™s hotter and more chaotic than ever. In this context, detectives Velarde and Alfaro must find what seems to be a serial killer. Their against-the-clock hunt will make them realise something theyâ€™d never imagined: neither of them are so very different from the killer.",1598584,127,
6022,671039,fr,Bronx,18.368,10/30/2020,5.9,425,"['Crime', 'Thriller', 'Action', 'Drama']","Caught in the crosshairs of police corruption and Marseilleâ€™s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",0,116,
6024,392207,es,El guardiÃ¡n invisible,15.078,3/3/2017,6.5,516,['Thriller'],"When the naked body of a teenage girl is found on the banks of the River BaztÃ¡n, it is quickly linked to a similar murder one month before. Soon, rumours are flying in the nearby village of Elizondo. Is this the work of a ritualistic killer or is it the basajaun, the â€˜invisible guardianâ€™ of Basque mythology?  Inspector Amaia Salazar leads the investigation, taking her back to the heart of the Basque country where she was born, and where she hoped never to return. Shrouded in mist and surrounded by impenetrable forests, it is a place of unresolved conflicts and a terrible secret from Amaiaâ€™s childhood that will come back to haunt her.  Faced with the superstitions of the village, Amaia must fight the demons of her past to confront the reality of a serial killer on the loose. But as she is drawn deeper into the investigation, she feels the presence of something darker lurking in the shadowsâ€?",0,129,
6029,35552,fr,Les Aventures extraordinaires d'AdÃ¨le Blanc-Sec,14.569,4/9/2010,6.1,1016,"['Fantasy', 'Adventure', 'Action', 'Mystery']","An adventure set in the early part of the 20th century, focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.",34100000,105,
6031,471968,ru,?Ÿ??ÑÅ?»?µ?´???¸?? ?±?????°Ñ‚Ñ‹Ñ€ÑŒ,16.077,10/19/2017,7,101,"['Action', 'Family', 'Fantasy', 'Adventure', 'Comedy']","Ivan is an ordinary guy who is transferred from modern Moscow to the fantasy world Belogorye. In this parallel universe where characters of Russian fairy tales live, magic is an integral part of daily life, and arguments are settled with the help of sword . Unexpectedly, Ivan finds himself in the middle of a battle between good and evil, and he must discover why everyone thinks that he must play the main role in upcoming events...",30060061,120,
6043,887758,pl,I Like Tomorrow,21.581,11/10/2021,0,0,[],"Three women, one person. An astronaut drifting in the cosmic void argues with her â€œIâ€ù â€“ the one from the past and from the future. Will there be room for all three materialized personalities on board a small ship? A comedic, feminist psychoanalysis in the science fiction convention with elements of musical and animation.",0,12,
6045,16411,cn,é ?æ–‡å?—D,13.314,5/12/2005,6.6,153,"['Action', 'Crime', 'Thriller', 'Drama']","After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.",7096000,107,
6047,870096,zh,é‡çåê¯åœ°çêƒ,10.398,9/3/2021,8,2,"['Drama', 'Science Fiction']","""Restarting the Earth"" tells about a group of real people in a real environment, their true feelings in self-help in the end, focusing on the relationship between father and daughter in an ordinary family.",0,88,
6049,430155,ru,???????°,17.085,11/19/2019,6.3,320,['Science Fiction'],"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent.",2363584,111,Wake up to save everyone.
6056,304410,fr,La Famille BÃ©lier,12.312,12/17/2014,6.9,1972,"['Comedy', 'Music']","The whole BÃ©lier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",0,105,
6057,332672,nl,Rendez-Vous,14.503,6/4/2015,5.9,58,"['Romance', 'Thriller']","Simone inherits a dilapidated farmhouse in France and makes her way there with her husband Eric and their two children. Her dream is to turn the house into a bed and breakfast but as the hectic pace of the rebuilding gets underway, she gets caught up in the romance and chaos of it all. Losing sight of her goals, she must find her way back to the dreams and ambitions which brought her there in the first place.",0,100,
6060,830645,es,El caso Wanninkhof - Carabantes,13.308,6/23/2021,6.5,29,"['Documentary', 'Crime', 'History', 'Mystery']","In 1999, teen RocÃ?o Wanninkhof is murdered. Her mother's ex-partner, Dolores VÃ¡zquez, is suspected. Did she do it? A second victim reveals the truth.",0,88,
6061,11661,fr,Joyeux NoÃ«l,12.056,11/9/2005,7.4,644,"['Drama', 'War', 'Romance', 'History']","France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germansâ€?",17709155,116,Without an enemy there can be no war.
6062,73134,fr,Tendres Cousines,12.334,11/19/1980,5.4,26,"['Drama', 'Romance']",Teenage Julien loves his teenage cousin Julia among flowers in summer of '39 France.,0,92,
6063,53567,no,Thale,14.008,2/16/2012,5.3,106,"['Horror', 'Fantasy']","Norwegian folklore turns out to be real when Leo and Elvis encounter a girl called Thale in a basement. A regular cleaning job turns into a struggle for survival, while they're trying to figure out what or who Thale is.  Could Thale be a huldra?  A seductive forest spirit who appears from the front to be a beautiful young woman, but who also has a cow's tale and whose back appears to be like a hollowed out tree. The huldra has been known to offer rewards to those who satisfy them sexually, while death to those who fail to do so and are also prone to stealing human babies.",0,76,"In a cellar, dark and deep, I lay my dearest down to sleep; A secret they would like to keep."
6065,574982,ru,?ê???°???¿??ÑÅÑ‚,15.646,11/21/2019,6.4,287,"['Thriller', 'Science Fiction', 'Action']","Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking.",2746207,127,Who's going to save you when the world falls into darkness?
6072,95700,es,Sicario,15.348,7/20/1994,6.7,10,['Drama'],"Jairo is a teenager living in a marginal world, in a neighborhood full of drugs and assaults. Tired of poverty and his family hell, he is forced to resort to violence. He thinks his only way out of misery through the world of crime, so he decides to participate in an assault to get money with which to regain their dignity.",0,105,
6077,6404,de,Nosferatu - Phantom der Nacht,12.546,1/17/1979,7.5,550,"['Drama', 'Horror']","Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",0,107,Nosferatuâ€? he who is doomed to wander alone in darkness
6079,293644,es,Don Gato: El Inicio de la Pandilla,12.493,10/30/2015,6.6,83,"['Comedy', 'Animation', 'Family']",Top Cat has arrived to charm his way into your hearts! Ever wonder how this scheming feline got his start? Well Top Cat Begins reveals the origins of everything you know and love about this classic comedy hero. What follows is an adventure so crazy that it has to be seen to be believed!,0,89,
6080,265271,de,Die neuen Abenteuer des SanitÃ?tsgefreiten Neumann,12.196,1/26/1978,7,5,['Comedy'],German sex comedy,0,0,
6083,83705,es,El pÃ¡ramo,13.018,10/7/2011,5.9,49,"['Horror', 'Thriller']","The air is thick with tension as a military squad proceeds to the foot of a mountain base, where they're ordered to wait for backup and hold their position. The mountain is shrouded in fog and the men are exhausted. They've been fighting guerrillas on enemy turf for some time, and they're worn down by the stress and anxiety of battle. The men don't want to wait; they want to charge up the hill, fearing that their comrades in the base have been overrun by the guerrillas. The squad's leader tries futilely to keep his men in line while dealing with his insolent second-in-command.",0,100,
6084,577242,fr,Kaamelott : Premier volet,16.462,7/21/2021,7.2,299,"['Adventure', 'Comedy']","Following the end of the acclaimed tv series, King Arthur will oppose Lancelot's army to get the throne back after his flee to Rome.",19002036,120,Patience is better served with sauce
6091,312051,es,"Mi gente linda, mi gente bella",18.445,6/8/2012,4,5,['Comedy'],,0,0,
6094,20093,es,Talento de Barrio,14.542,10/10/2008,7.7,75,"['Drama', 'Action', 'Crime']","A young drug dealer falls in love while facing disruption among the men in his gang, and being offered a career as a ReggaetÃ?n singer.",0,107,
6097,745527,es,Beber de tu sangre,11.544,10/1/2020,3.7,7,['Horror'],A female vampire falls in love with a man she met in a bar. A male vampire invites a pregnant woman and her friends to watch his theatre play. These two vampires are husband and wife.,0,90,
6098,822562,es,Soy Rada: Serendipia,15.741,5/27/2021,4.5,3,['Comedy'],"The delightful Argentine comic AgustÃ?n AristarÃ¡n (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",0,70,
6103,546230,ms,Paskal,14.202,9/27/2018,7.7,55,"['Action', 'War']","The true events of Lieutenant Commander Arman Anwar of PASKAL, an elite unit in the Royal Malaysian Navy, and his team's mission to rescue the MV Bunga Laurel, a tanker which was hijacked by Somalian Pirates in 2011.",0,100,Between Family and Country
6119,204788,es,Los verduleros,15.413,2/7/1986,7.1,96,['Comedy'],"The adventures of two friends, one a chicken vendor in a market and the other a policeman. They have love affairs and capture criminals.",0,0,The merchants of love.
6121,254323,de,Jack,14.808,10/9/2014,7.2,34,['Drama'],"Although he is only ten years old, Jack is responsible for himself and his little brother Manuel and this fills him with pride. Their single mother works during the day and often goes out at night. Thereâ€™s no father in sight. One day, Manuel burns himself with boiling hot water while bathing and Jack is blamed for the incident. It's reason enough for social services to put him in a home where he is dreadfully homesick. He soon gets into trouble and bolts, heading for home. He arrives back, only to find his mother is once again absent. Jack and Manuel roam the city in search of her. They sleep in parks and in an underground car park, run away from the police and encounter adults, some of whom help and others who are indifferent.",0,103,
6122,403509,es,Secuestro,12.04,8/19/2016,6.4,207,"['Mystery', 'Thriller']","When her son's alleged kidnapper is released for lack of solid evidence, a reputable and well-known attorney takes matters into her own hands with unintended and spectacularly disastrous consequences.",0,105,Thriller
6127,413543,hi,Dear Zindagi,14.288,11/23/2016,7.1,168,"['Drama', 'Romance']",An unconventional thinker helps a budding cinematographer gain a new perspective on life.,3376375,151,
6129,557940,es,Las Pildoras de mi Novio,14.556,2/14/2020,7.2,273,['Comedy'],A Woman's island getaway with her boyfriend is thrown for a loop when he forgets to take his prescription medications along.,0,100,Get ready for one crazy trip
6131,172760,cn,ç‰?åç€æ„›å¥´,11.527,1/1/1992,0,0,"['Crime', 'Thriller']","Tong catches Chiu attempting to rape his wife May (Amy Yip). They scuffle and Tong shoots Chiu dead with Chiu's gun. They flee but Tong is killed in a shootout with police. May begs an officer to take her child, since if he is repatriated he'll have a horrible life. So, the infant son ends up in Hong Kong separated from his mother. Six years pass and May is a hotel maid then gets forced into prostitution. She longs to see her son, who is now a young boy, maybe to fully reunite with him. The problem with this film is it becomes so sleazy. There is nudity (not Ms. Yip), violence and forcible rape.",0,91,
6133,505436,fr,Qu'est-ce qu'on a encore fait au Bon Dieu ?,14.544,1/30/2019,5.9,1004,['Comedy'],"Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.",74769845,99,
6136,437543,zh,è¥¿æ¸¸è®°Â·å¥?å„¿å›?,14.967,2/16/2018,5.5,31,"['Action', 'Adventure', 'Fantasy']","The third installment of the blockbuster fantasy series sees the return of the Monkey King (Aaron Kwok) in his most action-packed adventure yet! While continuing their epic journey to the West, the Monkey King and his companions are taken captive by the Queen of an all-female land, who believes them to be part of an ancient prophecy heralding the fall of her kingdom. With a lot of sorcery and a little bit of charm, the travelers devise a plan to escape. But when their trickery angers the mighty River God, they realize they might just bring about the foretold destruction - unless they can find a way to quell her wrath.",0,114,Kingdom of Women
6139,599845,it,L'Immortale,14.049,12/5/2019,6.8,342,"['Crime', 'Drama', 'Thriller']","After reuniting with his first mentor Bruno and receiving his latest mission, an exiled Ciro is left to fearlessly confront whatever comes his way, navigating a new chapter of gang warfare while grappling with devastating memories of loss and trauma. Weaving between his past as an orphan in Naples' cruel underworld and present as a hardened, cunning assassin with nothing left to lose, Ciro is plunged into the cold, dark depths of a world where immortality is just another form of damnation.",0,115,
6142,388764,zh,èµèé‡‘çŒ?äºº,13.332,7/1/2016,7.3,35,"['Action', 'Adventure', 'Comedy', 'Drama']","Lee Shan and Ayo are ex-Interpol agents who are now bounty hunters, chasing fugitives for cash rewards. When the two of them are framed for a hotel-bombing, they join hands with a legendary bounty hunter named Cat, along with her teammates, to find the real bomber.",0,106,The hunt begins
6145,435577,no,Den 12. mann,12.785,12/25/2017,7.3,349,"['War', 'Drama']","After a failed anti-Nazi sabotage mission leaves his eleven comrades dead, a Norwegian resistance fighter finds himself fleeing the Gestapo through the snowbound reaches of Scandinavia.",9567121,136,Based on a true story of survival and hope
6146,388284,es,Mientras El Lobo No EstÃ¡,15.163,2/24/2017,7.5,71,"['Mystery', 'Drama', 'Thriller']",A young teen and his misfit group of friends try to escape from a strict boarding school that holds dangerous secrets.,0,123,Not all secrets are innocent
6147,354278,it,Che dottoressa ragazzi!,21.209,8/12/1976,5.3,4,['Comedy'],"A small Italian village eagerly awaits the long-overdue arrival of a doctor. Everyone expects a male, so when the sexy female doctor Sigrun S. steps out of the bus, it quickly leads to a series of slapstick events.",0,88,
6150,850329,de,Shiny_Flakes: The Teenage Drug Lord,12.241,8/3/2021,7.8,51,"['Documentary', 'Crime']","Max S. reveals how he built a drug empire from his childhood bedroom as a teen in the real story behind the series ""How to Sell Drugs Online (Fast).""",0,96,
6152,658760,de,Isi & Ossi,14.549,2/14/2020,7,719,"['Romance', 'Comedy']","Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",0,113,
6153,843750,it,Talponi,21.189,11/10/2021,0,0,['Comedy'],"Anna, Francesco and the eight years old Giorgio can't afford a fancy holiday. Afraid of losing their reputation, they decide to fake the vacation. They hide in their own house and they post on social medias photoshopped pictures of the family at the Bahamas. Inebriated by likes and folowers, the parents forget their son's needs.",0,15,
6157,497727,ru,?—?° ??Ñ€?°??ÑŒÑ? Ñ€?µ?°?»ÑŒ????ÑÅÑ‚?¸,14.281,3/1/2018,5.6,120,"['Adventure', 'Fantasy', 'Action']",Contemporary Moscow. A talented gambler gathers a team of people with supernatural powers to win big at a casino. But they find a much stronger mystical rival.,2244848,101,
6158,436343,hu,TestrÅ‘l Ã©s lÃ©lekrÅ‘l,12.777,3/2/2017,7.2,411,"['Drama', 'Romance']","Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",0,116,
6161,257909,es,"Pablo Escobar, Ã¡ngel o demonio",14.689,2/1/2008,6.6,14,['Documentary'],"Pablo, Angel o Demonio is the untold story of a man who changed our world forever. He created the multinational enterprise of cocaine trafficking and through terror brought a country to its knees, but through altruistic generosity he transformed the lives of his people, the underprivileged.",0,87,
6168,512901,zh,ç¥?æ?¢è’?æù?é?¡,12.932,2/5/2019,5.6,80,"['Action', 'Fantasy']","Pu Songling (Jackie Chan), a legendary demon hunter, is asked to investigate the mysterious disappearances of young girls from a small village. When he discovers evil forces are kidnapping the girls to feast on their souls, he sets out to save humanity from the inhuman invasion journeying through hidden worlds and colorful dimensions.",0,108,
6171,67308,cn,3Dè‚‰è’?åœ˜ä?‹æ¥µæ¨‚å¯¶é‘‘,17.317,4/14/2011,4.7,60,"['Drama', 'Adventure', 'Romance']","Loosely based on a 17th century erotic Chinese story named The Carnal Prayer Mat, the story follows a young scholar named Yangsheng who gets married to the beautiful daughter of a local merchant. When their sex life proves unsatisfactory, Yangsheng leaves home and journeys to the Pavilion of Ultimate Bliss.",0,118,
6173,535356,es,Elisa y Marcela,13.283,5/24/2019,7.4,286,"['Drama', 'Romance']","In 1901, Marcela Gracia Ibeas took on the identity of Mario SÃ¡nchez to marry her lover of fifteen years, Elisa Sanchez Loriga.",0,118,
6181,595867,fr,Chambre 212,17.033,10/9/2019,6.4,192,"['Comedy', 'Drama']","After 20 years of marriage, Maria decides to leave her husband. She moves into room 212 at the hotel across the street, with a birdâ€™s-eye view of her apartment, her husband and the life she shared with him. While she wonders if she made the right decision, many of the people in her life offer their opinions on the matter. They intend to let her know, whether she likes it or not, on what proves to be a life-changing evening.",0,88,
6188,659,de,Die Blechtrommel,15.258,5/2/1979,7,283,"['Drama', 'History', 'War']","Oskar is born in Germany in 1924 with an advanced intellect. Repulsed by the hypocrisy of adults and the irresponsibility of society, he refuses to grow older after his third birthday.",0,162,"A savage, sweeping epic of society in chaos."
6192,604872,zh,å?©Â·çÅ«,13.279,12/12/2019,6.8,156,"['Action', 'Adventure']","Tianhuo Island is a beautiful paradise. It almost makes people forget that it is located in the ""Ring of Fire"", the world-famous Pacific Rim volcanic belt. Young geologist Li Xiaomeng brings her team here to develop the first volcanic monitoring system, the Suzaku. Li Xiaomeng's father, Li Wentao, a volcanic expert who has retired for many years, rushes to the crater after learning about it, trying to persuade her to leave. At the same time, expedition expert Zheng Nan dives in the beautiful underwater cave, preparing to give his girlfriend Jiahui a romantic proposal. The volcano erupts, and the fate of these people are entangled. In order to see tomorrow, they must work together to find a way to survive.",24800000,97,The mountain is waking up
6195,18374,ko,7ê¸‰ ê?µë¬´ì›ê,15.354,4/4/2009,6.3,70,"['Comedy', 'Action']","Disguised as a travel agent, â€œSu-jiâ€ù is a government spy with six yearsâ€™ experience who canâ€™t reveal her career to her boyfriend â€œJae-joon.â€ù After she lies again, her boyfriend breaks up with her and leaves without notice, leaving her struggling alone with her sadness. Three years later, while chasing an industrial spy in disguise as a cleaning lady, she happens to run into Jae-joon. Heâ€™s become an international certified accountant, and seeing him throws her feelings into doubt.Lying is part of the job, secrecy is the name of the game in ""My Girlfriend is an Agent"".",0,112,
6199,355066,tr,KÃ¶tÃ? Kedi Å?erafettin,13.756,2/5/2016,6.7,110,"['Comedy', 'Animation', 'Action']",A foul-mouthed cat and its gang cross paths with humans.,1656516,86,Stop behaving like a human!
6205,410118,no,Cave,12.925,9/2/2016,4.4,64,"['Adventure', 'Thriller']","A group of former military elites set out to explore an uncharted abyss, not knowing their worst nightmare is waiting for them deep beneath the ground.",0,85,Go deeper
6208,15003,th,à¸?à?‡à¸?à¸„à?‚à¸Åà?Åà¸¥à¸•,13.698,2/6/2008,7.3,341,"['Action', 'Comedy', 'Crime']","Zen, an autistic teenage girl with powerful martial arts skills, gets money to pay for her sick mother Zin's treatment by seeking out all the people who owe Zin money and making them pay.",0,93,Taste the fury
6218,513386,zh,çŒ«ä¸?æ¡ƒè?±æºê,11.436,4/5/2018,6.4,56,"['Animation', 'Family']","A cat named Blanket has long been living in a high-rise apartment in the city with his son, Cloak. One day, curious about the outside world, Cloak decides to leave home and embarks on an adventure to find the legendary cat's paradise. To find his son, Blanket must overcome his fear and reconcile with his past, with the help of a female Macaw.",3186721,105,Cats and Peachtopia
6232,371051,nl,Knielen op een bed violen,11.387,2/25/2016,6.4,13,['Drama'],"The story of a loving man and father who falls under the influence of an extremely orthodox Protestant sect. He sacrifices everything and everyone to this faith, including his business and the respect of his younger son. However, he never loses the love of his wife.",0,112,
