sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
6242,450314,es,Condorito: la pelÃ?cula,13.996,10/12/2017,7.2,119,"['Adventure', 'Animation', 'Comedy']",Condorito must find a way to rescue his mother in law from an ancient race of aliens which wants to enslave the universe once again.,8431194,88,
6255,343701,fi,Bunny the Killer Thing,10.148,7/25/2015,4.2,47,"['Action', 'Comedy', 'Horror']","A group of Finnish and British people get stuck to a cabin when a creature which is a half human, half rabbit, attacks on them. The creature is Bunny the Killer Thing, and it is after anything that is resembling female genitals.",0,88,It's after your pussy!
6256,452251,ko,ë¯¸ì?©ì‹? : í??ë?„í•œ ì„œë?„ì??,12.92,12/29/2016,6.7,6,"['Romance', 'Drama']","A legendary beauty salon that is sure to become a regular once you go!â€ùSir, would you like to have a very hot service?â€ùIn order to overcome the financial difficulties of the beauty parlor,It begins to attract the male guests with the special technique that makes it from head to toe.Kurt, Firm, and â€˜itâ€™ to open the hair salon is good!",0,81,
6257,9394,it,Lo chiamavano TrinitÃ ...,13.981,12/22/1970,7.6,926,"['Action', 'Comedy', 'Western']","The simple story has the pair coming to the rescue of peace-loving Mormons when land-hungry Major Harriman sends his bullies to harass them into giving up their fertile valley. Trinity and Bambino manage to save the Mormons and send the bad guys packing with slapstick humor instead of excessive violence, saving the day.",0,106,Look out! Here comes Trinity...
6258,523936,fr,MÃ©andre,20.819,5/26/2021,6,125,"['Horror', 'Science Fiction', 'Drama', 'Thriller']","After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why sheâ€™s there and how to get out, Lisa will have to face the memories of her dead daughterâ€?",569178,91,You have just woken up stuck in a pipe full of deadly traps. How far will you go?
6261,585257,ru,????????ÑŒ,11.187,12/24/2020,8.8,80,"['Action', 'Drama']","A heroic story about firefighters and rescuers. What we call an act of bravery is just a usual routine for them, if only one can get used to mortal danger and extreme risk. When people in distress seem to have nobody who may help them, rescuers come to fight against merciless forces of nature.",0,120,Some fires can't be tamed.
6263,158618,it,Emanuelle e le porno notti nel mondo n. 2,11,5/16/1978,6.7,9,['Documentary'],Emanuelle hosts this peculiar sexploitation Mondo film that looks at several examples of bizarre sexual behavior.,0,83,
6264,515841,fr,Je ne suis pas un homme facile,10.991,4/13/2018,6.3,857,['Comedy'],"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",0,98,
6268,18764,cn,åèŒé?™ä??,12.228,1/15/1992,6.6,247,"['Comedy', 'Action']","Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",0,104,Twice the action!
6271,886462,fr,"JoÃ o de Deus, ombre et lumiÃ¨re",20.78,11/10/2021,0,0,['Documentary'],,0,0,
6278,11156,fr,Coco avant Chanel,11.977,4/22/2009,6.9,728,"['Drama', 'History']","Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.",0,110,Before she was France's famous mademoiselleâ€?
6284,13333,cn,æ?»äº¡éÅ?æˆ?,13.472,3/23/1978,6.4,459,"['Drama', 'Action', 'Thriller', 'Crime']",A martial arts movie star must fake his death to find the people who are trying to kill him.,0,101,Bruce Lee challenges the underworld to a Game of Death.
6286,797,sv,Persona,11.971,10/18/1966,8.3,1466,['Drama'],"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",0,84,
6287,416148,fr,Rocco,16.229,11/30/2016,5.7,137,['Documentary'],"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rockâ€™nâ€™roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and childrenâ€? and the ultimate revelation that will change his life forever.",0,105,
6291,301872,es,Saul: The Journey to Damascus,15.343,4/1/2014,5.8,4,['Drama'],"Known as Saul the Butcher, the stoning of Stephen was said to have shattered Saul's faith in the Temple and its denial of Christ as the Messiah. His conversion to Christianity and baptism as Paul changed the history of the world.",0,0,
6296,887764,pl,Love Longing Loss: At Home with Charles Lloyd During Isolation,20.698,11/10/2021,0,0,[],"At the end of 2019, Charles Lloyd, one of the icons of contemporary jazz, gave a warmly received concert at the Pierre Boulez Saal concert hall in Berlin. The next two performances were scheduled for December 2020, but the pandemic forced the artist to change his plans. Neither the musician nor the organizers, however, wanted to leave jazz fans empty-handed.",0,60,
6299,458083,ko,íƒêí•˜ë‹?: ì?•ë§ùìù˜ ì„¬,14.597,5/4/2017,4.5,4,['Romance'],"People who are on a fishing boat in a secluded countryside wake up to a deep desire in their heart.  Money, sex, power ... In the uninhabited desert of endless desire, it turns out that somebody is found as a body and another person is on the island.  Can they escape safely from the island of desire?",0,81,
6308,344120,fr,EnragÃ©s,15.431,9/30/2015,5.6,82,"['Action', 'Drama', 'Thriller', 'Mystery']","After a bank job goes badly wrong, three desperate criminals take a young woman and a father and child hostage - it's the beginning of a frantic and violent road trip that not all of them will survive.",0,100,
6311,892834,pt,In Mezzo Alle Terre,20.664,11/9/2021,0,0,[],,0,0,
6312,892690,fr,Tic Tac,20.664,11/9/2021,0,0,[],"Soan, 20, is a young man like many others but suffers from obsessive disorders. He would like to share his music in the open but the outside world seems hostile to him. Will he be able to overcome his difficulties to realize his artistic dream?",0,88,
6316,18438,ko,ê?€ì”¨ í‘œë¥˜ê¸°,13.216,5/14/2009,8,476,"['Drama', 'Comedy', 'Romance']","Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",0,119,"Once in a life time, There comes a moment that you live in HOPE"
6318,370964,ru,???? - ?´Ñ€?°?º????,15.469,12/3/2015,7.2,269,"['Fantasy', 'Romance']","In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family, friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.",10495305,110,
6323,892767,ga,Family Tree,20.637,11/10/2021,0,0,[],,0,0,
6327,127082,fr,On purge bÃ©bÃ©,11.721,6/21/1931,5.6,17,['Comedy'],"A little boy won't go to the bathroom, which leads to all sorts of complications for his parents and their friends.",0,56,
6330,457859,ru,?ŸÑ€?? ?»Ñ??±????ÑŒ. ?¢???»ÑŒ?º?? ?´?»Ñè ???·Ñ€??ÑÅ?»Ñ‹Ñ…,15.56,9/1/2017,6.1,28,"['Romance', 'Comedy', 'Drama']","The second part of the film â€œAbout Loveâ€ù. Moscow, summer 2016. A new lecture, a new lecturer with a new theme: â€œHow to preserve love in the modern worldâ€ù â€“ and five new stories about love. The heroes still suffer, struggle for love, even more often get into absurd and ridiculous situations, and yet they trust in love even more.",2157136,108,
6333,17457,cn,åçƒæ©Ÿè®?,12.458,3/8/2003,5.9,110,"['Action', 'Comedy', 'Horror']","An evil Duke attempts to kill and collect the blood of a royal family of European vampires in order to become all powerful. The only surviving member of the family travels to Hong Kong, only to complicate his struggle by falling in love with a mortal girl who just happens to have a vampire hunter for a brother.",3639926,107,
6335,407651,es,Sanky Panky 3,11.519,3/18/2018,7.4,35,['Comedy'],"Genaro, Chelo and Carlitos finally reach their goal of leaving the Dominican Republic in search of a visa, but in Puerto Rico they still can't stop getting in trouble.",0,0,
6336,97038,es,La vendedora de rosas,14.037,5/13/1998,7.5,86,"['Drama', 'Crime']","13-year-old Monica leads a street life, making her living by selling flowers to couples in local nightspots, she is joined by 10-year-old Andrea who runs out of her house after her mother beats her.",0,120,
6338,9550,zh,åçÅéù¢åŸ‹ä?è,15.456,5/19/2004,7.3,1163,"['Adventure', 'Drama', 'Action', 'Romance']","In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",92863945,119,
6339,417466,es,Monos,14.7,9/5/2019,6.7,253,"['Drama', 'War']","On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",0,103,Survival is a cruel game.
6345,14756,cn,è‘‰å•è,15.903,12/12/2008,7.7,2856,"['Drama', 'Action', 'History']","A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",22108789,106,The celebrated Kung Fu master of Bruce Lee.
