sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
6556.00,81440,en,"Good Luck Charlie, It's Christmas!",13.842,12/4/2011,6.6,342,"['TV Movie', 'Comedy', 'Family']","Teddy Duncan's middle-class family embarks on a road trip from their home in Denver to visit Mrs. Duncans Parents, the Blankenhoopers, in Palm Springs. When they find themselves stranded between Denver and Utah, they try to hitch a ride to Las Vegas with a seemingly normal older couple in a station wagon from Roswell, New Mexico. It turns out that the couple believes they are the victims of alien abduction. The Duncan's must resort to purchasing a clunker Yugo to get to Utah, have their luggage stolen in Las Vegas, and survive a zany Christmas with Grandpa and Grandma Blankenhooper.", $-   ,85,"For the Duncan family, Christmas is about to take a major detour."
6557.00,91745,en,Romeo & Juliet,11.143,9/12/2013,6.8,481,"['Drama', 'Romance']","In Verona, bad blood between the Montague and Capulet families leads to much bitterness. Despite the hostility, Romeo Montague manages an invitation to a masked ball at the estate of the Capulets and meets Juliet, their daughter. The two are instantly smitten but dismayed to learn that their families are enemies. Romeo and Juliet figure out a way to pursue their romance, but Romeo is banished for his part in the slaying of Juliet's cousin, Tybalt."," $1,162,635.00 ",118,The most dangerous love story ever told.
6558.00,628914,en,Queenpins,13.976,8/26/2021,7,53,"['Comedy', 'Crime']","Bored and frustrated suburban homemaker Connie and her best pal JoJo, a vlogger with dreams, turn a hobby into a multi-million-dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer from the local supermarket chain joins forces with a determined U.S. Postal Inspector in hot pursuit of these newly minted É??QueenpinsÉ?ù of pink collar crime.", $-   ,110,Couponing goes criminal.
6559.00,500840,en,I'm Thinking of Ending Things,14.53,8/28/2020,6.6,1261,"['Drama', 'Thriller', 'Horror']",Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm., $-   ,135,NA
6560.00,465003,en,The Red Sea Diving Resort,15.659,7/28/2019,6.9,613,"['Drama', 'Thriller', 'History']","Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.", $-   ,130,In the 1980s one partnership saved thousands of lives
6561.00,527400,en,Come Away,13.638,11/12/2020,6,175,"['Fantasy', 'Adventure', 'Drama']","Before Alice went to Wonderland, and before Peter became Pan, they were brother and sister. When their eldest brother dies in a tragic accident, they each seek to save their parents from their downward spirals of despair until finally they are forced to choose between home and imagination, setting the stage for their iconic journeys into Wonderland and Neverland.", $-   ,94,"A story about courage, wonder and never growing old."
6562.00,489925,en,Eighth Grade,12.648,1/19/2018,7.2,1104,"['Comedy', 'Drama']",Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school É?? the end of her thus far disastrous eighth grade year É?? before she begins high school.," $13,539,709.00 ",94,Based on the most awkward year of your life
6563.00,10468,en,28 Days,11.337,4/6/2000,6.1,717,"['Comedy', 'Drama']","After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction."," $6,219,894.00 ",103,The Life of the Party... before she got a life.
6564.00,994,en,Straw Dogs,11.385,12/23/1971,7.2,650,"['Crime', 'Drama', 'Thriller']","David Sumner, a mild-mannered academic from the United States, marries Amy, an Englishwoman. In order to escape a hectic stateside lifestyle, David and his wife relocate to the small town in rural Cornwall where Amy was raised. There, David is ostracized by the brutish men of the village, including Amy's old flame, Charlie. Eventually the taunts escalate, and two of the locals rape Amy. This sexual assault awakes a shockingly violent side of David."," $3,251,794.00 ",116,Sometimes a man is forced to defend his honor.
6565.00,401905,en,Fahrenheit 451,14.398,5/12/2018,5.4,643,"['Drama', 'Science Fiction', 'Thriller']","In an oppressive future, a 'fireman' whose duty is to destroy all books begins to question his task.", $-   ,100,Knowledge is a dangerous thing
6566.00,13199,en,American Me,11.384,3/13/1992,7.4,226,"['Crime', 'Drama']","During his 18 years in Folsom Prison, street-gang leader Santana rules over all the drug-and-murder activities behind bars. Upon his release, Santana goes back to his old neighborhood, intending to lead a peaceful, crime-free life. But his old gang buddies force him back into his old habits.", $-   ,125,In prison they are the law. On the streets they are the power.
6567.00,538225,en,Deadwood: The Movie,12.404,5/31/2019,6.8,244,"['Western', 'TV Movie']","Follow the 10-year reunion of the Deadwood camp to celebrate South Dakota's statehood. Former rivalries are reignited, alliances are tested and old wounds are reopened, as all are left to navigate the inevitable changes that modernity and time have wrought.", $-   ,110,Welcome the fuck back.
6568.00,15263,en,McLintock!,13.885,11/12/1963,6.6,154,"['Western', 'Comedy']","Ageing, wealthy, rancher and self-made man, George Washington McLintock is forced to deal with numerous personal and professional problems. Seemingly everyone wants a piece of his enormous farmstead, including high-ranking government men, McLintock's own sons and nearby Native Americans. As McLintock tries to juggle his various adversaries, his wifeÉ??who left him two years previouslyÉ??suddenly returns. But she isn't interested in George; she wants custody of their daughter.", $-   ,127,Never such a tender love story! Never such a savage showdown! Never such restless natives!
6569.00,10438,en,Beethoven's 2nd,13.634,12/14/1993,5.5,752,"['Family', 'Comedy']","Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together."," $118,243,066.00 ",89,The Newton Family is going to the dogs...
6570.00,640146,en,Ant-Man and the Wasp: Quantumania,11.666,7/27/2023,0,0,"['Adventure', 'Science Fiction', 'Comedy']",The third film in the Marvel Studios' Ant-Man trilogy., $-   ,0,NA
6572.00,10153,en,Sphere,15.635,2/13/1998,6.1,1190,"['Science Fiction', 'Mystery', 'Thriller']","The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft. They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft."," $37,020,277.00 ",134,"A thousand feet beneath the sea, the blackest holes are in the mind..."
6573.00,550231,en,The Secret: Dare to Dream,11.665,4/16/2020,7.4,394,"['Drama', 'Romance']","A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.", $-   ,107,NA
6574.00,299245,en,The Gallows,15.24,7/10/2015,4.9,782,"['Horror', 'Thriller']","20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone."," $42,664,410.00 ",87,Every School Has Its Spirit
6576.00,242606,en,Keep Watching,13.893,5/4/2017,5.1,224,"['Thriller', 'Horror', 'Drama']","A family imprisoned by intruders is forced to play a terrifying game of ""Kill, Or Be Killed"". As the night unfolds, the game's mysterious rules become clear, and the family realizes their nightmare is being streamed live to riveted viewers all over the world, who are compelled to KEEP WATCHING... not knowing if what they're seeing is real, or staged.", $-   ,90,Kill or Be Killed
6577.00,431562,en,LEGO Frozen Northern Lights,11.532,1/5/2017,6.8,63,"['Animation', 'Family']","Elsa, Anna and friends search for the Northern Lights.", $-   ,22,NA
6578.00,635,en,Angel Heart,13.132,3/6/1987,7.1,1038,"['Horror', 'Mystery']","Down-and-out private detective Harry Angel is ordered by the mysterious Louis Cyphre to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself, as he goes on a supernatural journey into his own soul."," $17,185,632.00 ",113,Harry Angel has been hired in search for the truth. Pray he doesn't find it.
6580.00,577,en,To Die For,13.381,9/22/1995,6.6,556,"['Drama', 'Comedy', 'Crime']","Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary."," $21,284,514.00 ",106,All she wanted was a little attention
6581.00,354861,en,Father Figures,10.143,12/21/2017,5.8,514,['Comedy'],"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him."," $25,601,244.00 ",125,Finding Their Father Would Be a Family Miracle
6582.00,452030,en,Cinderella's Hot Night,10.661,5/30/2017,6,59,"['Fantasy', 'Comedy']","Cinderella's Hot Night presents a lively retelling of the classic fairy tale...with a slightly more mature, erotic twist. Follow the adventures of the bewildered Cindy as she falls prey to her wicked sex-crazed benefactor all the while pining for her secret love, a noble European Prince. With the help of her smoking hot Fairy Godmother, Cindy finally realizes her dream of becoming a real-life Princess.", $-   ,80,An erotic fairy tale
6583.00,436459,en,Almost Friends,15.492,11/17/2017,6.5,202,"['Drama', 'Comedy']","A man in his mid-20s, still living at home with his mother and stepfather, puts all his eggs in one basket: the girl who works at his local coffee shop. The problem is, she has a serious boyfriend. As they become closer, the line between friendship and intimacy is blurred, and the situation forces both to examine where they are in their lives.", $-   ,105,NA
6584.00,17336,en,Fighting,11.632,4/24/2009,5.9,533,['Action'],"Small-town boy Shawn MacArthur has come to New York City with nothing. Barely earning a living selling counterfeit goods on the streets, his luck changes when scam artist Harvey Boarden sees that he has a natural talent for streetfighting. When Harvey offers Shawn help at making the real cash, the two form an uneasy partnership."," $32,474,120.00 ",105,Some Dreams Are Worth The Fight
6588.00,451925,en,Time Freak,15.843,11/9/2018,6.6,337,"['Science Fiction', 'Comedy', 'Romance']","Stillman, a heartbroken physics student, builds a time machine when his girlfriend breaks up with him. Going back in time, he attempts to save their relationship by fixing every mistake he madeÉ??while dragging his best friend along in the process.", $-   ,104,"If at first you don't succeed, build a time machine."
6589.00,9641,en,Cheaper by the Dozen 2,15.579,12/21/2005,6.1,1636,"['Comedy', 'Family', 'Adventure']","Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,"," $129,181,830.00 ",94,Same Big Family... Even Bigger Adventure.
6591.00,10316,en,The Ides of March,15.58,9/24/2011,6.7,1927,['Drama'],Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.," $76,338,111.00 ",101,Ambition seduces. Power corrupts.
6592.00,14883,en,This Girl's Life,14.367,12/3/2004,4.8,33,['Drama'],"""Slice of life"" take on life of international porn celebrity, Moon, and her musings on modern life, love and loss.", $-   ,104,NA
6593.00,604578,en,Spontaneous,10.82,10/2/2020,7.2,292,"['Comedy', 'Horror']","When students in their high school begin inexplicably exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.", $-   ,102,An explosive love story.
6594.00,22821,en,The Boondock Saints II: All Saints Day,10.378,11/24/2009,6,552,"['Action', 'Thriller', 'Crime']","Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston."," $10,629,321.00 ",118,The Saints Are Calling
6595.00,71859,en,We Need to Talk About Kevin,14.979,9/28/2011,7.6,2064,"['Drama', 'Thriller']","After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager."," $10,765,283.00 ",113,Mummy's little monsterÉ??
6596.00,14533,en,Gia,15.126,1/31/1998,7.1,541,"['Romance', 'TV Movie', 'Drama']","Gia Carangi travels to New York City with dreams of becoming a fashion model. Within minutes of arriving, she meets Wilhelmina Cooper, a wise and high-powered agent who takes Gia under her wing. With Cooper's help and her own natural instincts, Gia quickly shoots to the top of the modeling world. When Cooper dies of lung cancer, however, Gia turns to drugs É?? and both she and her career begin to spiral out of control.", $-   ,120,Too beautiful to die. Too wild to live.
6597.00,8952,en,I Love You Phillip Morris,11.628,1/18/2009,6.4,1233,"['Comedy', 'Drama', 'Romance']","Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences."," $20,768,906.00 ",98,The Conman who wouldn't go straight.
6598.00,9560,en,A Walk in the Clouds,15.574,8/11/1995,7.2,679,"['Drama', 'Romance']",World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.," $50,012,507.00 ",103,A man in search. A woman in need. A story of fate.
6599.00,212716,en,What If,13.829,9/7/2013,6.7,1626,"['Drama', 'Comedy', 'Romance']","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life."," $7,847,000.00 ",93,...being friends has its benefits?
6601.00,401546,en,The Dinner,12.132,5/5/2017,4.4,229,"['Drama', 'Thriller', 'Mystery']","Two brothers and their wives meet up at a haute-cuisine restaurant to discuss what to do about a horrific crime that their sons committed together. As the quartet debate their options, the conversation reopens old wounds between the siblings."," $2,492,001.00 ",120,How far would you go to protect your children?
6602.00,369892,en,CSI: Immortality,11.919,9/27/2015,7.3,43,"['Crime', 'Mystery', 'TV Movie']","An explosion inside a casino brings Catherine Willows back to Las Vegas to investigate. And when the crime is tied to Lady Heather, Gil Grissom is brought back as well to aid the investigation.  This is a 2 part TV Special. Series Finale", $-   ,87,"CSI: Crime Scene Investigation. ""Immortality"""
6603.00,12620,en,The House Bunny,11.124,8/22/2008,5.7,1542,"['Romance', 'Comedy']","Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves."," $70,442,940.00 ",97,"For the girls of ZETA house college life was no party, until Shelley showed up."
6604.00,75862,en,The Great Ghost Rescue,9.666,10/4/2011,5,18,"['Family', 'Fantasy', 'Horror']","Young Humphrey is a ghost with a big problem. He and his family, the Craggyfords, have been ousted from their home and left without a place to haunt. As they search for new haunting grounds they soon discover that they are not alone. Ghosts from all over the world have been exorcised from their dwellings, with dark castles and ancient buildings being destroyed by the living, and turned into shopping centers. With time running out, Humphrey digs deep inside, and decides to help save his family and the rest of the haunting community by scaring his way to victory.", $-   ,79,NA
6607.00,429417,en,Ghost Stories,14.382,10/5/2017,6.5,928,"['Horror', 'Drama']","Professor Phillip Goodman devotes his life to exposing phony psychics and fraudulent supernatural shenanigans. His skepticism soon gets put to the test when he receives news of three chilling and inexplicable cases -- disturbing visions in an abandoned asylum, a car accident deep in the woods and the spirit of an unborn child. Even scarier -- each of the macabre stories seems to have a sinister connection to the professor's own life."," $135,095.00 ",98,The brain sees what it wants to see.
6608.00,10706,en,Mimic 2,13.871,7/17/2001,5.3,150,"['Horror', 'Science Fiction', 'Thriller']","When a cockroach-spread plague threatened to decimate the child population of New York City in the original Mimic, biologist Susan Tyler and her research associates developed a species of ""Judas"" bugs and introduced them into the environment, where they were to ""mimic"" the diseased roaches and infiltrate their grubby habitats. The plan worked until the bugs evolved to mimic their next prey.....humans! Just when they were all thought to be dead, the giant cockroaches are back, and this time they've mutated to take on human form!", $-   ,82,Nothing will stop them...
6609.00,707996,en,ItÉ??s Time: The Story of Brad Gaines and Chucky Mullins,11.62,NA,0,0,NA,"On October 28, 1989, Ole Miss defensive back Chucky Mullins hit Vanderbilt running back Brad Gaines in the back and separated him from the ball. While Gaines was uninjured, Mullins suffered a broken neck on the play, leaving him a quadriplegic.", $-   ,75,NA
6610.00,22660,en,Old Yeller,12.371,12/25/1957,6.9,195,"['Adventure', 'Drama', 'Western', 'Family']","Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.", $-   ,83,"All the heart, all the excitement of a great frontier adventure!"
6612.00,8409,en,A Man Apart,14.619,4/4/2003,6.1,668,"['Action', 'Drama']","When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge."," $44,350,926.00 ",109,Love changes a man. Revenge tears him apart.
6613.00,890244,en,A Stalker in the House,8.471,11/6/2021,2,1,['Thriller'],"Jen is single and looking to find her match with online dating. She connects with Mike, who appears handsome and charming. But some things are too good to be true, and all is not what it seems. When he becomes aggressive Jen pushes away and tries to avoid him, however Mike has other ideas.", $-   ,0,NA
6614.00,653725,en,Crip Camp: A Disability Revolution,12.998,3/25/2020,7.1,95,['Documentary'],"Down the road from Woodstock in the early 1970s, a revolution blossomed in a ramshackle summer camp for disabled teenagers, transforming their young lives and igniting a landmark movement.", $-   ,107,NA
6615.00,382748,en,Stargirl,14.397,3/10/2020,7.6,457,"['Comedy', 'Drama', 'Romance']","Leo Borlock is an average student at Mica High School. He gets decent grades, is a member of the school's marching band and has always been content flying under the radar. But all that changes when he meets Stargirl Caraway, a confident and colorful new student with a penchant for the ukulele, who stands out in a crowd. She is kind, finds magic in the mundane and touches the lives of others with the simplest of gestures. Her eccentricities and infectious personality charm Leo and the student body, and she quickly goes from being ignored and ridiculed to accepted and praised, then back again, sending Leo on a rollercoaster ride of emotions.", $-   ,107,Why be ordinary when you could be extraordinary.
6616.00,8908,en,Maradona by Kusturica,14.839,5/28/2008,6.4,99,['Documentary'],"A documentary on Argentinean soccer star Diego Maradona, regarded by many as the world's greatest modern player.", $-   ,90,NA
6617.00,62837,en,Dolphin Tale,12.621,9/23/2011,7,520,"['Drama', 'Family']",A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.," $95,404,397.00 ",113,Inspired by the amazing true story of Winter
6618.00,242095,en,The Signal,14.772,3/15/2014,6,1295,"['Thriller', 'Science Fiction']","Three college students on a road trip across the Southwest experience a detour É?? the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare."," $2,665,322.00 ",97,R U Agitated?
6619.00,8688,en,Snake Eyes,10.567,8/7/1998,6.1,948,"['Thriller', 'Crime', 'Mystery']","All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to."," $103,891,409.00 ",98,Believe everything except your eyes.
6620.00,368304,en,LEGO Marvel Super Heroes: Avengers Reassembled!,11.463,11/16/2015,6.3,78,"['Family', 'Animation']",The Avengers are forced to É??partyÉ?ù with Ultron when he seeks to disassemble the team by taking control of Iron ManÉ??s armor and enact a nefarious scheme to take over the world., $-   ,22,NA
6621.00,323370,en,The Diabolical,16.372,3/16/2015,5.1,159,"['Horror', 'Science Fiction', 'Thriller']","When a single mother and her two young children are tormented by an increasingly strange and intense presence in their quiet suburban home, she turns to her scientist boyfriend to take on the violent forces that paranormal experts are too frightened to face.", $-   ,86,Evil is timeless.
6622.00,411019,en,I Am Not Your Negro,12.125,2/3/2017,7.8,351,['Documentary'],"Working from the text of James BaldwinÉ??s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States."," $7,123,919.00 ",93,NA
6623.00,407440,en,Euphoria,16.238,2/1/2018,6.5,87,['Drama'],"The story of two sisters on a journey, where they try to get close to each other and approach the tough questions in life. Euphoria is a contemporary drama about responsibility and reconciliation, in a world where these concepts are gradually being lost.", $-   ,104,It's Never Too Late
6624.00,63197,en,Megan Is Missing,13.869,5/1/2011,6.3,433,"['Drama', 'Horror', 'Thriller']","Fictional drama based on actual events, about two teenage girls who encounter an Internet predator.", $-   ,85,"Megan and Amy are best friends. They share secrets. They chat with guys online. And in a few days, they will never be seen again."
6625.00,25587,en,The Land Before Time VIII: The Big Freeze,8.616,12/4/2001,6,183,"['Animation', 'Adventure', 'Family']","When the dinosaur families get trapped in a valley by an ice storm, one family of ""spike tail"" dinosaurs volunteers to leave since they consume more food than the others. Meanwhile, the young dinos and a new adult dinosaur named Mr. Thicknose, head out to bring back their friend Spike, who has left his friends to be with members of his own species.", $-   ,75,NA
6626.00,793103,en,Ponyo: Meet Ponyo,11.858,3/2/2010,6.8,8,"['Fantasy', 'Animation', 'Adventure']",, $-   ,0,NA
6627.00,816518,en,Sisters on Track,15.417,6/10/2021,7.5,6,['Documentary'],Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey., $-   ,96,NA
6628.00,1725,en,West Side Story,12.115,12/13/1961,7.3,1326,"['Crime', 'Drama', 'Romance']","In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy."," $43,656,822.00 ",152,The screen achieves one of the great entertainments in the history of motion pictures.
6630.00,11012,en,Damage,11.363,12/2/1992,6.6,279,"['Drama', 'Romance']",The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.," $7,532,911.00 ",111,Desire... Deceit... Destiny...
6631.00,844227,en,Echoes of the Past,19.72,11/11/2021,8,1,['Drama'],"Drama, inspired in part by a true event, the infamous massacre of the town of Kalavryta by Nazi troops on December 13th, 1943. The story is being told through a series of flashbacks as Nikolaos Andreou, an acclaimed writer dying of cancer, poignantly narrates his personal experience as a young child to Caroline Martin, a top-notch lawyer representing Germany's Federal government on the recently filled Greek WWII reparations claims. The two characters each harboring its own prejudices, beliefs, and life's traumas are brought together by a divisive past that was meant to keep them apart. Their fateful meeting in the town of Kalavryta, a place still marked by the tragedy of old, will open the path to an arduous journey through a dark chapter in human history and have a profound effect on both as they struggle, together as well as each in its own way, to understand and come to terms with history's enduring lessons and deep scars.", $-   ,0,NA
6632.00,12139,en,Dennis the Menace,15.363,6/23/1993,5.8,1084,"['Family', 'Comedy']",Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.," $117,270,765.00 ",94,He's armed... He's adorable... And he's out of school for the entire summer.
6634.00,9103,en,The Quest,13.114,4/19/1996,6.1,485,"['Action', 'Adventure']","Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes."," $57,400,547.00 ",95,Go the distance
6636.00,13189,en,A Christmas Carol,16.862,10/9/1984,7.2,200,"['Drama', 'Fantasy', 'TV Movie', 'Family']",An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve., $-   ,101,A new powerful presentation of the most loved ghost story of all time!
6637.00,55347,en,Beginners,10.615,6/9/2011,6.9,795,"['Drama', 'Romance', 'Comedy']","Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life É?? which included a younger boyfriend."," $14,311,701.00 ",105,This is what love feels like.
6640.00,10393,en,The Replacements,11.112,8/11/2000,6.6,692,['Comedy'],"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot."," $50,054,511.00 ",118,Throw the ball. Catch the girl. Keep it simple.
6641.00,460071,en,Lizzie,13.126,9/14/2018,6.2,173,"['Crime', 'Drama', 'Thriller']","Massachusetts, 1892. An unmarried woman of 32 and a social outcast, Lizzie lives a claustrophobic life under her father's cold and domineering control. When Bridget Sullivan, a young maid, comes to work for the family, Lizzie finds a sympathetic, kindred spirit, and a secret intimacy soon blossoms into a wicked plan."," $678,102.00 ",106,The legend of Lizzie Borden
6642.00,5460,en,Cruel Intentions 3,15.612,5/25/2004,4.7,147,['Drama'],"Meet Cassie, Jason and Patrick, three amoral college students who, through a series of sexual wagers, take malicious pleasure in ruining the lives of their fellow classmates.", $-   ,85,The 3rd time's a charm...
6643.00,639609,en,Holiday Rush,9.886,11/28/2019,5.7,160,"['Drama', 'Comedy', 'Romance']","After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.", $-   ,94,NA
6644.00,12309,en,Bachelor Party,13.811,6/29/1984,6.3,490,['Comedy'],"On the eve of his wedding to his longtime girlfriend, unassuming nice guy Rick is dragged out for a night of debauchery by his friends."," $38,435,947.00 ",105,A man's tradition every woman should know about.
6645.00,22582,en,Tom and Jerry: The Movie,13.11,10/1/1992,6.3,428,"['Family', 'Animation', 'Comedy']",The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian., $-   ,84,NA
6646.00,59981,en,Legends of Oz: Dorothy's Return,14.865,5/8/2014,6,211,"['Animation', 'Family', 'Fantasy']","Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City."," $18,662,027.00 ",88,There's trouble in OZ...
6647.00,10734,en,Escape From Alcatraz,10.86,1/25/1979,7.5,2032,"['Drama', 'Thriller']","San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan."," $43,004,381.00 ",113,No one has ever escaped from AlcatrazÉ?? and no one ever will!
6648.00,209244,en,Are You Here,12.761,9/7/2013,5.2,217,['Comedy'],"When Steve Dallas, a womanizing local weatherman, hears that his off-the-grid best friend Ben Baker has lost his estranged father, the two return to Ben's childhood home. Once there, they discover Ben has inherited the family fortune, and the ill-equipped duo must battle Ben's formidable sister and deal with his father's gorgeous 25-year old widow.", $-   ,114,Friendship... there's nothing in it for anybody.
6650.00,241258,en,Incarnate,16.368,12/1/2016,5.3,446,"['Horror', 'Thriller']",An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.," $6,341,855.00 ",91,Faith has failed us.
6651.00,97434,en,Gambit,12.863,4/25/2012,5.4,515,"['Comedy', 'Crime']","An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.", $-   ,89,A fake masterpiece. The perfect plan.
6652.00,336890,en,Goon: Last of the Enforcers,11.868,3/17/2017,5.7,224,['Comedy'],"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.", $-   ,101,Glatt's Back!
6654.00,47407,en,Milf,14.88,10/17/2010,4.4,59,['Comedy'],A group of nerdy college guys who can't seem to connect with girls their own age discover the excitement of hooking up with sexy older women., $-   ,88,They really do know best!
6655.00,28211,en,Chloe,10.86,3/25/2009,6,1331,"['Drama', 'Thriller', 'Mystery']","A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger."," $11,808,880.00 ",96,"If the one you love was lying to you, how far would you go to find out the truth?"
