sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
11,843241,ja,劇場版 七つの大罪 光に呪われし者たち,1108.815,7/2/2021,8.4,210,"['Animation', 'Action']","With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",$0.00,0,
18,635302,ja,劇場版「鬼滅の刃」無限列車編,897.913,10/16/2020,8.4,1833,"['Animation', 'Action', 'Adventure', 'Fantasy']","Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","$503,063,688.00",117,"With your blade, bring an end to the nightmare."
52,662708,ja,劇場版ポケットモンスター ココ,510.2,12/25/2020,7.3,59,"['Animation', 'Adventure']","In the Forest of Okoya, Koko is a feral child who has been raised as a Pokémon by the Mythical Pokémon Zarude. Koko has grown up never doubting that he is a Pokémon even though he can't really use any sort of moves. Ash Ketchum and Pikachu meet Koko and help him protect the Great Tree from the crooked scientist Dr. Zed.",$0.00,98,
77,685274,ja,機動戦士ガンダム 閃光のハサウェイ,371.425,6/11/2021,8.1,57,"['Animation', 'Action', 'Drama', 'Science Fiction']","After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",$0.00,96,Char's ideals and Amuro's passion... the heir of their wills...
91,672322,ja,るろうに剣心 最終章 The Beginning,310.225,6/4/2021,7.9,202,"['Action', 'Adventure', 'Drama']","Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",$0.00,138,
92,592350,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,326.465,12/20/2019,8.5,816,"['Animation', 'Action', 'Fantasy', 'Adventure']","Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.","$29,900,850.00",104,
116,839100,ja,ブライト: サムライソウル,240.726,10/12/2021,6.2,22,"['Animation', 'Action', 'Fantasy']","Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",$0.00,80,
117,20982,ja,劇場版 NARUTO -ナルト- 疾風伝,262.861,8/4/2007,7.3,382,"['Animation', 'Action', 'Fantasy']","Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",$0.00,94,
138,347201,ja,BORUTO -NARUTO THE MOVIE-,229.477,8/7/2015,7.7,917,"['Animation', 'Action', 'Comedy']","The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!","$40,200,000.00",95,Forge your own path.
143,317442,ja,The Last: Naruto the Movie,244.198,12/6/2014,7.9,1069,"['Action', 'Romance', 'Animation']","Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.","$16,500,000.00",114,
146,719088,ja,イエスかノーか半分か,234.805,12/11/2020,6.4,11,"['Animation', 'Drama', 'Romance']","Kunieda Kei is a popular, young TV announcer whose public and private personas are so different, they might be called extreme. On the outside, he is the picture of perfection, affectionately nicknamed ""The Prince,"" while on the inside he is constantly cursing at all of the incompetence around him. Of course, no one knows this secret of his.  One day, Kei meets animation artist Tsuzuki Ushio for a work assignment. While Kei is in ""inside mode,"" he later runs into Tsuzuki, who doesn't recognize him in his worn-out sweats and a facemask, but as compensation for injuring Tsuzuki's arm, Kei gets roped into helping out with his work.",$0.00,53,
170,505262,ja,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,220.805,8/3/2018,8,677,"['Animation', 'Action', 'Adventure', 'Fantasy']","All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.","$31,478,826.00",96,Who is your hero?
193,768744,ja,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,184.977,8/6/2021,7.2,21,"['Animation', 'Action', 'Comedy', 'Fantasy', 'Adventure']","A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.","$38,410,729.00",101,Their fight is our future.
198,303857,ja,ドラゴンボールZ 復活の「F」,187.296,4/18/2015,6.8,1240,"['Action', 'Animation', 'Science Fiction']","One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.","$61,768,190.00",93,
199,784500,ja,劇場版 美少女戦士セーラームーンEternal 後編,185.857,2/11/2021,8.2,90,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']","While under the care of the Outer Sailor Guardians, Hotaru begins to age rapidly. Then, the time comes for all the Sailor Guardians to reunite!",$0.00,80,
216,532067,ja,映画 この素晴らしい世界に祝福を！紅伝説,172.811,8/30/2019,8.5,303,"['Adventure', 'Comedy', 'Animation', 'Fantasy']","It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.",$0.00,90,We will definitely return alive. Go back to that place.
219,283566,ja,シン・エヴァンゲリオン劇場版:||,182.942,3/8/2021,8.6,359,"['Animation', 'Action', 'Drama', 'Science Fiction']","In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each of them live a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.","$78,334,943.00",155,"Bye-bye, all of EVANGELION."
221,572154,ja,青春ブタ野郎はゆめみる少女の夢を見ない,168.435,6/15/2019,8.5,317,"['Animation', 'Comedy', 'Romance', 'Drama', 'Fantasy']","In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",$0.00,90,I will engrave your figure into everyone's memory.
234,372058,ja,君の名は。,154.252,8/26/2016,8.6,8013,"['Romance', 'Animation', 'Drama']","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","$357,986,087.00",106,
251,571891,ja,劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION,171.112,7/12/2019,6.7,345,"['Animation', 'Adventure', 'Fantasy', 'Action', 'Family']","After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.","$26,654,184.00",98,The legend returns...
290,118406,ja,Road to Ninja: Naruto the Movie,133.295,7/28/2012,7.6,616,"['Animation', 'Fantasy', 'Action']","Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.","$17,322,136.00",109,
291,75624,ja,劇場版 NARUTO -ナルト- ブラッド・プリズン,127.505,7/30/2011,7.2,316,"['Thriller', 'Animation', 'Action', 'Comedy', 'Horror', 'Mystery']","After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",$0.00,108,
300,631132,ja,ゴブリンスレイヤー -GOBLIN'S CROWN-,138.039,2/1/2020,7.7,139,"['Animation', 'Adventure', 'Action', 'Fantasy']","Goblin Slayer and his party head up to the snowy mountains in the north after receiving that request from the Sword Maiden to find any information on the Noble Fencer that disappeared after leaving to slay some goblins. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin slayer.  In order to save the captured Noble Fencer, the Goblin Slayer and his party head to an ancient fortress covered in snow to face off with a powerful foe and a horde of goblins!",$0.00,85,He does not let anyone roll the dice
321,602063,ja,るろうに剣心 最終章 The Final,120.346,4/23/2021,7.9,265,"['Action', 'Adventure', 'Drama']","In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.","$33,457,923.00",138,
344,568160,ja,天気の子,126.581,6/19/2019,8.1,1228,"['Fantasy', 'Animation', 'Romance', 'Drama']","The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.","$186,965,409.00",112,A story about the secret of this world that only I and she know.
367,378064,ja,映画 聲の形,132.05,9/17/2016,8.4,2614,"['Animation', 'Drama']","Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?","$30,156,463.00",130,Sometimes the answer is as simple as learning to listen.
402,44251,ja,ドラゴンボールＺ 危険なふたり！超戦士はねむれない,111.569,3/12/1994,6.7,475,"['Animation', 'Action', 'Science Fiction']","A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",$0.00,48,Broly Is Back!
406,366170,ja,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,106.812,4/23/2016,7.5,245,"['Adventure', 'Animation']",Yugi and Kaiba have a special duel that transcends dimensions.,"$1,015,339.00",120,Back to The Stage of Battle
407,632632,ja,映画 ギヴン,115.335,8/22/2020,8.5,263,"['Animation', 'Drama', 'Music', 'Romance']","The film centers on the love relationship among the band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata.",$0.00,60,
428,34433,ja,ドラゴンボールＺ 燃え尽きろ!!熱戦・烈戦・超激戦,112.958,3/6/1993,7.2,609,"['Animation', 'Science Fiction', 'Action']","While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.","$658,982.00",70,
446,655431,ja,PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,107.407,3/27/2020,7.7,47,"['Science Fiction', 'Action', 'Crime', 'Animation']","Inspector Kei Mikhail Ignatov finds himself involved with an organization named Bifrost with the possibility of freeing his wife if he betrays Unit One. Koichi Azusawa coordinates an assault on the Public Safety Bureau tower using his hacker Obata, locking down the building and kidnapping Inspector Arata Shindo. Azusawa demands that governor Karina Komiya resign from her position.",$0.00,137,
454,658558,ja,劇場版 巨蟲列島,118.732,1/10/2020,4.5,11,"['Mystery', 'Drama', 'Horror', 'Adventure', 'Animation']","After an airplane crash during a school trip, Oribe Mutsumi and her classmates were stranded on a seemingly deserted island. Mutsumi found the other survivors, and used her wilderness knowledge to help them. She expects that they will be rescued in about three days, which doesn't seem so long to endure. However, she didn't account for the fact that the island is populated with gigantic killer insects. Her knowledge of butterflies, wasps, and more may be the only thing that will help any of her classmates survive to be rescued!",$0.00,76,
473,126963,ja,ドラゴンボールZ 神と神,99.96,3/30/2013,6.8,1122,"['Animation', 'Action', 'Science Fiction']","The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.","$50,461,371.00",85,
475,50723,ja,劇場版 NARUTO -ナルト- 疾風伝 ザ・ロストタワー,97.24,7/31/2010,7,262,"['Adventure', 'Action', 'Animation']","Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",$0.00,85,
494,24752,ja,Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô,92.233,7/20/1991,6.8,433,"['Action', 'Animation', 'Science Fiction']","After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.","$16,331,742.00",48,
501,12429,ja,崖の上のポニョ,90.365,7/19/2008,7.7,2989,"['Animation', 'Fantasy', 'Family']","The son of a sailor, 5-year old Sosuke, lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish.","$202,404,009.00",100,Welcome to a world where anything is possible.
508,36728,ja,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,93.894,8/1/2009,7.2,274,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Animation']","Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.","$8,084,148.00",95,
536,50253,ja,聖闘士星矢 天界編 序奏 ~overture~,91.69,2/14/2004,7.6,179,"['Animation', 'Fantasy']","After the bloody battle against Hades, the goddess Athena and her saints are still recovering when they find themselves face to face with their newest and most formidable foe: the dreadful moon goddess Artemis. Artemis replaces Athena as the earth guardian deity and takes over the Sanctuary, turning Athena's Saints into her servants.  Upon invading the Sanctuary, the Bronze Saints learn that Athena was banished by Artemis and decide to fight the moon goddess in order to rescue their true goddess and free the Earth from Artemis's ominous control.",$0.00,83,
567,610150,ja,ドラゴンボール超：スーパーヒーロー,88.668,,0,0,"['Animation', 'Science Fiction', 'Action']",,$0.00,0,
577,820232,ja,鬼滅の刃 兄妹の絆,92.484,3/29/2019,9.4,17,"['Action', 'Animation', 'Fantasy']","Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",$0.00,105,
604,39106,ja,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,94.571,7/9/1994,5.8,371,"['Animation', 'Action', 'Science Fiction']","Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",$0.00,50,
615,683127,ja,アーヤと魔女,76.883,1/27/2021,6.4,72,"['Animation', 'Fantasy', 'Family']",A headstrong orphan discovers a world of spells and potions while living with a selfish witch.,"$384,659.00",82,
643,504253,ja,君の膵臓をたべたい,68.613,9/1/2018,8.3,860,"['Animation', 'Drama', 'Romance', 'Family']","Spring time in April and the last of the cherry blossoms are still in bloom. The usually aloof bookworm with no interest in others comes across a book in a hospital waiting room. Handwritten on the cover are the words: ""Living with Dying."" He soon discovers that it is a diary kept by his very popular and genuinely cheerful classmate, Sakura Yamauchi, who reveals to him that she is secretly suffering from a pancreatic illness and only has a limited time left. It is at this moment that she gains just one more person to share her secret. Trying to maintain a normal life as much as possible, Sakura is determined to live her life to the fullest until the very last day. As her free spirit and unpredictable actions throw him for a loop, his heart begins to gradually change.","$33,748,006.00",108,This is a story about an unforgettable spring...
657,667520,ja,泣きたい私は猫をかぶる,76.534,6/18/2020,8.1,867,"['Animation', 'Drama', 'Romance', 'Fantasy', 'Science Fiction']","Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.",$0.00,104,
659,530079,ja,きみと、波にのれたら,80.365,6/21/2019,7.6,154,"['Animation', 'Romance', 'Comedy', 'Drama', 'Fantasy']","Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love. Just as they become inseparable, Minato loses his life in an accident at sea. Hinako is so distraught that she can no longer even look at the ocean, but one day she sings a song that reminds her of their time together, and Minato appears in the water. From then on, she can summon him in any watery surface as soon as she sings their song, but can the two really remain together forever? And what is the real reason for Minato's sudden reappearance?",$0.00,94,Ride Your Own Wave
671,665251,ja,オルタード・カーボン：リスリーブド,93.033,3/19/2020,6.5,186,"['Animation', 'Science Fiction']","On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.",$0.00,75,
672,433422,ja,劇場版 FAIRY TAIL 『DRAGON CRY』,90.944,5/6/2017,6.5,341,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Animation']","Natsu Dragneel and his friends travel to the island Kingdom of Stella, where they will reveal dark secrets, fight the new enemies and once again save the world from destruction.",$0.00,85,
673,436931,ja,劇場版 ポケットモンスター キミにきめた！,79.994,7/15/2017,7,474,"['Family', 'Animation', 'Adventure', 'Fantasy']","Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey.","$37,552,144.00",98,
681,265712,ja,STAND BY ME ドラえもん,80.677,8/8/2014,7.3,312,"['Animation', 'Family', 'Science Fiction', 'Fantasy']","In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?","$83,061,158.00",90,Is Doraemon ending this summer?
683,18095,ja,ドラゴンボールGT 悟空外伝! 勇気の証しは四星球(スーシンチュウ),85.137,3/26/1997,6.7,208,"['Animation', 'Family', 'Fantasy']","Son Goku Jr. is the great-great-great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he has a kind heart, and Pan loves him. When Pan gets sick Goku Jr. realizes he must do something if he doesn't want to lose Pan. Then he will remember about the legends of the Dragon Balls. It was told they granted a wish to the bearer, Goku Jr. needs a magical wish more than ever.",$0.00,45,
705,17581,ja,劇場版 NARUTO -ナルト- 疾風伝 絆,78.683,8/2/2008,7.2,266,"['Fantasy', 'Animation', 'Action']","A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",$0.00,90,
706,39101,ja,ドラゴンボールZ 地球まるごと超決戦,80.178,6/7/1990,6.5,383,"['Action', 'Animation', 'Science Fiction']",Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,$0.00,61,
745,453071,ja,ナルトが火影になった日,76.611,7/6/2016,7.6,156,"['Comedy', 'Animation', 'Action', 'Adventure']",Depicts the day that Naruto Uzumaki became the 7th Hokage. Packaged with Boruto the Movie.,$0.00,11,
748,553835,ja,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,83.852,2/15/2019,7.9,140,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Animation']","In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.",$0.00,82,
753,39104,ja,ドラゴンボールＺ 極限バトル！三大超サイヤ人,75.544,7/11/1992,6.7,347,"['Action', 'Animation', 'Science Fiction']","Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.","$18,554,927.00",46,
760,246464,ja,そらのおとしものFinal 永遠の私の鳥籠,72.172,4/27/2014,7.6,22,"['Animation', 'Romance', 'Science Fiction', 'Comedy']","Ikaros is an Angeloid and falls out of the sky. Tomoki Sakurai is a boy who believes the most important thing is to live a peaceful life. The two live tougher. Tomoki Sakurai has never seen Ikaros smile. Tomoki Sakurai sees Nymph and Astraea laugh after they got free from the master’s rule. He hopes Ikaros can laugh like an ordinary girl.  This movie wraps up the story of Tomoki Sakurai and his relationship with the Angeloid from the sky, Ikaros.",$0.00,49,Always Smiling
761,433945,ja,東京喰種 トーキョーグール,76.959,7/16/2017,7,280,"['Action', 'Drama', 'Horror', 'Thriller']","A Tokyo college student is attacked by a ghoul, a super-powered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run.",$0.00,119,Humans are no longer at the top of the food chain
773,39105,ja,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,77.856,7/10/1993,7,376,"['Action', 'Animation', 'Science Fiction']","Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",$0.00,51,
775,39100,ja,ドラゴンボールZ この世で一番強いヤツ,79.839,3/10/1990,6.4,334,"['Action', 'Animation', 'Science Fiction']","The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",$0.00,60,Deep in the ice is earth's greatest threat that can only be stopped by one man.
782,39103,ja,ドラゴンボールZ 激突!!100億パワーの戦士たち,78.001,3/7/1992,6.7,384,"['Action', 'Animation', 'Science Fiction']",Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,"$19,581,369.00",46,
785,567006,ja,甲鉄城のカバネリ～海門決戦～,82.218,5/10/2019,7.4,32,"['Animation', 'Action', 'Fantasy', 'Adventure']","Half a year after the events of the series ""Kabaneri of the Iron Fortress"", the team attempt to take back Unato castle.",$0.00,82,
788,129,ja,千と千尋の神隠し,72.923,7/20/2001,8.5,11996,"['Animation', 'Family', 'Fantasy']","A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","$274,925,095.00",125,
818,58857,ja,十三人の刺客,68.629,9/9/2010,7.3,785,"['Adventure', 'Drama', 'Action']",A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,"$17,555,141.00",141,Take up your sword.
820,374205,ja,ワンピース　フィルム GOLD,69.876,7/23/2016,7.2,296,"['Action', 'Animation', 'Adventure', 'Comedy']","The Straw Hat Pirates are taking on Gild Tesoro, one of the richest men in the world.","$66,207,073.00",120,
847,570269,ja,劇場版トリニティセブン -天空図書館と真紅の魔王-,74.752,3/29/2019,7.9,30,"['Animation', 'Action', 'Fantasy', 'Comedy']","The series focuses on the adventures of Arata Kasuga, a high school student, who is targeted by Lilith, a teacher at a mystical school. Given three choices in an effort to help save the breakdown phenomenon of the world by evil forces and while attempting to solve the mystery of his beloved cousin and childhood friend, Hijiri, who disappeared to a difference space.",$0.00,61,
