sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
6999,592867,ja,ドラゴンクエスト ユア・ストーリー,10.777,8/2/2019,6.8,142,"['Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action', 'Family']",Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,$0.00,102,
7021,175168,ja,レイプゾンビ LUST OF THE DEAD,15.522,7/13/2012,6.1,94,"['Comedy', 'Horror']","After a nuclear attack in Tokyo, the female population is attacked by infected males who have become sex-crazed zombies, hungry for human flesh. Officeworker Momoko and nurse Nozomi seek shelter in a Shinto Shrine, where they meet housewife Kanae and school girl Tamae. With no choices left to them, the group of girls decides to take a stand and arm themselves with assault rifles and explosives to fight off hordes of horny zombies. What is the secret to killing the zombies for good?",$0.00,73,
7022,212153,ja,劇場版 ペルソナ3 第1章 Spring of Birth,13.813,11/23/2013,7.3,27,"['Animation', 'Action', 'Fantasy']","In the spring, male student Makoto Yuki transfers to Gekkoukan High School. However, as he heads to his new dormitory, listening to the music on his headphones, he is stopped. More precisely, time has stopped, and the people who were around him turn into coffins. Makoto learns that this period of time hidden between the minute of midnight is called the Dark Hour, a time when monsters called Shadows appear. Suddenly made the leader of his fellow classmates Yukari and Junpei by his upperclassmen Mitsuru and Akihiko, Makoto must learn empathy, his connection to his comrades, and the meaning of death. With the power of his Evoker aimed at his head, Makoto fights against the Shadows threatening to attack his world from the mysterious tower of Tartarus.",$0.00,92,The End of Everything Begins...
7041,71883,ja,レッドライン,11.747,5/27/2010,7.5,253,"['Animation', 'Action', 'Science Fiction']","The most dangerous and exciting car race in the universe is held only once every five years. And that's tonight. The competitors are lined up at the starting block. In his vehicle, JP, the most daredevil driver on the circuit, is ready for the green light. Female driver Sonoshee, with whom he is secretly in love, is also on the starting line. She will stop at nothing to get on to that podium. In this race, not only is anything possible, but also anything is allowed. In fact, their adversaries have modified their vehicles to equip them with highly destructive weapons; with such participants, it is hardly surprising that Redline is forbidden by the authorities, who will try anything to halt the proceedings.",$0.00,102,
7074,585077,ja,海獣の子供,15.504,6/7/2019,7.2,206,"['Animation', 'Fantasy', 'Adventure', 'Mystery']","Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.",$0.00,110,
7081,452214,ja,連続レイプ　変態実験,11.292,2/9/1990,4,2,[],"Tired of the belligerence and bad manners of a female customer, two shop owners kidnap her and subject her to a series of sexual assaults and tortures with utensils from the shop.",$0.00,60,
7124,37928,ja,センコロール,13.155,8/22/2009,6.1,31,"['Animation', 'Science Fiction']","A giant monster sends a town's citizens into a panic, except for a girl named Yuki and her schoolmate Tetsu. Tetsu happens to have his own strange creature named Cenco as a pet. Another boy named Shuu controls the monster threatening the town, and the stage is set for a battle.",$0.00,27,
7143,11948,ja,戦場のメリークリスマス,12.617,5/28/1983,7.4,296,"['Drama', 'History', 'War']","Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",$0.00,124,"Java, 1942— A clash of cultures, a test of the human spirit."
7164,12600,ja,劇場版ポケットモンスター セレビィ 時を超えた遭遇,15.661,7/6/2001,6.4,291,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']","40 years ago, a Celebi was being attacked by a Pokemon Hunter. Luckily, a young boy named Yukinari saved Celebi. Using its Time Traveling power, Celebi transported itself and Yukinari 40 years into the future. There, Satoshi, Kasumi, and Takeshi assist Yukinari to the healing lake in the forest so they can heal the wounded Celebi. Unfortunately an evil Team Rocket member, Vicious, tries to capture Celebi using his technology. As Satoshi and Co. try to get away from Vicious, they also run into Musashi, Kojiro, and Nyarth, who also want to capture Celebi. Soon it becomes a race against time to get Celebi and Yukinari back to the forest before Celebi is caught and is used to destroy the forest and themselves.","$28,023,563.00",75,Best friends. Better heroes.
7174,13828,ja,エクスクロス　魔境伝説,17.109,10/11/2007,6.2,30,"['Action', 'Horror']","Recovering from a failed love affair Shiyori heads to the country, in the company of best friend and bad girl Aiko. Having taken a long soak in the hot spring they retire to their respective cabins. They soon discover that the tranquil village is the home of a cult with a fetish for cutting off female legs. Trying to escape they are split up and keep in touch via their mobile phones. Multiple points of view and time frames keeps the viewer on their toes trying to discern the grisly fate of these ""lost"" girls.",$0.00,90,
7185,334030,ja,忘れないと誓ったぼくがいた,10.13,3/28/2015,6.6,14,"['Drama', 'Romance', 'Fantasy']","Takashi Hayama is a third year high school student. He falls in love with Azusa Oribe at first sight and they begin to date.  One day, Azusa tells Takashi ""people who meet me, forget about me several hours later.""  Takashi doesn't believe Azusa, but by chance he realizes that he forgot about Azusa. So he won't forget Azusa, Takashi begins to leave a note for himself and Azusa.",$0.00,94,
7197,18148,ja,東京物語,15.703,11/3/1953,8.3,699,['Drama'],"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",$0.00,137,"As long as life goes on, relationships between parents and children will bring boundless joy and endless grief."
7198,751793,ja,Dragon Ball: Nippon Ijin Taisho,15.014,4/8/2007,4,2,[],"An all-new animated feature showcasing a tournament to decide the mightiest “great person” throughout all of Japan’s history. The competitors include Benkei, Himiko, Prince Shotoku, and Amakusa Shiro. While fans and scholars of Japanese history and literature will probably get the biggest kick out of this, DBZ fans also have a lot to enjoy as none other than Son Goku provides a running commentary on the (over-the-top) fights with Masaharu Miyake, an announcer for Fuji TV.",$0.00,0,
7207,431572,ja,ジョジョの奇妙な冒険 ダイヤモンドは砕けない 第一章,16.801,8/4/2017,7.1,53,"['Action', 'Adventure', 'Fantasy', 'Thriller']","Morioh, 1999—a normally quiet and peaceful town has recently become a hotbed of strange activity. Jōtarō Kūjō, now a marine biologist, heads to the mysterious town to meet Jōsuke Higashikata. While the two may seem like strangers at first, Jōsuke is actually the illegitimate child of Jōtarō's grandfather, Joseph Joestar. When they meet, Jōtarō realizes that he may have more in common with Jōsuke than just a blood relation. Along with the mild-mannered Kōichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.",$0.00,119,Welcome to Morioh.
7229,604605,ja,HELLO WORLD,11.468,9/20/2019,7.2,134,"['Science Fiction', 'Romance', 'Animation']","Year 2027, The city of Kyoto has undergone tremendous advancement. Within the city lives Naomi Katagaki, an introvert and Ruri Ichigyō, a girl with a cold personality. Both share a love for reading books. Despite having similar interests, Naomi is afraid to approach Ruri due to her unfriendly nature.  One day, as Naomi goes out for a walk, a crimson aurora pierces through the sky for a brief moment. Shortly after, he sees a three-legged crow and a mysterious man who reveals himself to be Naomi from 10 years in the future, explaining that he has come to change a tragic event that happens to Ruri shortly after they start dating. Naomi follows his future self's instructions and starts getting closer to Ruri, determined to save her.  With the help of his future self, Naomi begins his preparations to save Ruri. Will he be able to change the future?",$0.00,98,
7238,349176,ja,暗殺教室,15.449,3/21/2015,7.3,130,"['Action', 'Adventure', 'Comedy', 'Science Fiction']","A mysterious creature destroys 70% of the moon. The creature then warns that if he is not destroyed by March of next year, Earth will be next. The creature also demands that he becomes the homeroom teacher for 3rd grade E class at Kunugigaoka Junior High School. The government is powerless to say no.  The creature then becomes the homeroom teacher of 3rd grade E class which consists of failed students including Nagisa Shiota (Ryosuke Yamada). The creature is called Teacher Koro.  Meanwhile, the government requests that the students try to kill Teacher Koro even though he possesses super powers. The government offers a 10 billion yen reward for whomever successfully kills him. The students are confused by the situation, but decide to kill Teacher Koro.  When their class begins with Teacher Koro, the students finds themselves having a good time with their new teacher.",$0.00,110,
7240,19877,ja,北斗の拳,13.132,3/8/1986,7.1,98,"['Action', 'Animation', 'Drama', 'Science Fiction', 'Thriller']","After a nuclear holocaust tears the world apart, mankind is forced to the harshness of not only the oppression of others who are much more powerful, but the dead earth which seems to be getting worse with every passing moment. But a savior has risen from the ashes, a man who will defeat those who would torment the weak and make the world a livable place once more. A man named Kenshiro...","$18,000,000.00",110,"Power without perception is spiritually useless, and therefore of no true value."
7267,22611,ja,ニモ,8.935,7/15/1989,6.8,117,"['Adventure', 'Animation', 'Family', 'Fantasy']","A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself.",$0.00,95,"Take Off On A Wonderful Adventure With ""Little Nemo"""
7293,33875,ja,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,16.427,7/13/2002,6.5,247,"['Animation', 'Adventure', 'Action', 'Fantasy']","Ash, Pikachu and his friends try and stop a pair of thieves hiding out in the canals and alleyways of Altomare, the age-old water capital. Joining the adventure are two new legendary Pokémon, a pair of siblings named Latias and Latios, who serve as peacekeepers and protectors of the Soul Dew - a priceless treasure with a mysterious power.","$20,867,919.00",71,On a mission they never expected. To a world they never imagined. An adventure you'll never forget.
7326,414770,ja,アンチポルノ,11.675,1/28/2017,6.9,259,['Drama'],"Young artist Kyoko wreaks havoc on everyone that she encounters, her worst being reserved for simpering older assistant Noriko, whom she routinely humiliates-or at least that's what seems to be happening, before an abrupt about-face.",$0.00,78,Freedom? What's that?
7337,15371,ja,ルパン三世 カリオストロの城,13.164,12/15/1979,7.5,707,"['Family', 'Animation', 'Adventure', 'Comedy', 'Crime']","After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.","$8,194,857.00",102,
7342,805627,ja,Droste no hate de bokura,9.618,6/5/2020,8,14,"['Science Fiction', 'Comedy']","A cafe owner discovers that the TV in his cafe suddenly shows images from the future, but only two minutes into the future.",$0.00,70,A one-take time travel Sci-fi comedy!
7366,179934,ja,トワノクオン 第六章 永久の久遠,12.592,10/25/2011,6.3,6,"['Animation', 'Action', 'Fantasy', 'Science Fiction']",The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,$0.00,48,
7371,16516,ja,劇場版 Clannad -クラナド-,15.559,9/15/2007,7.3,80,"['Animation', 'Drama']","Clannad is set in a high-school located in some Japanese town. Okazaki Tomoya is a third-year student who doesn't take his studies seriously. Always late for class, he's seen as a delinquent by the rest of his classmates who are busy preparing for their entrance examinations. Needless to say, he hasn't too many close friends either.",$0.00,94,-The Motion Picture-
7403,357416,ja,映画 ハイ☆スピード！-Free! Starting Days-,15.468,12/5/2015,7.3,27,"['Animation', 'Comedy', 'Drama']",A prequel to the 2013 Kyoto Animation series Free! which is an adaptation of light novel High☆Speed!,$0.00,110,
7412,372761,ja,劇場版 ペルソナ3 第4章  Winter of Rebirth,8.925,1/23/2016,7.8,9,"['Animation', 'Action', 'Fantasy']","""The time of destruction is coming ever closer without a doubt. It cannot be stopped.""  To know death, to gaze at death, to face death.  Makoto and his allies have grown through the many meetings and partings they have experienced.  Their fight might not be for the sake of the world, but for themselves. Even so, they have continued to fight, believing that there are peaceful days waiting at the end of the battle.  However, a boy says that destruction is the fate that humanity must shoulder. The boy they believed to be their friend tells them the truth of the situation without an emotion on his face.  The season changes to winter. Makoto makes a decision in order to greet the spring that is waiting beyond...","$361,950.00",105,
7419,855426,ja,Rick and Morty: Samurai & Shogun,11.955,3/29/2020,2,1,[],'Samurai and Shogun' follows Samurai Rick as he walks through a field at night with Shogun Morty. The pair are suddenly ambushed by a small army of Ninja Ricks who teleport in and attack.,$0.00,5,
7435,212162,ja,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,11.897,10/26/2013,7.7,123,"['Mystery', 'Animation', 'Fantasy']","Following Madoka's rewriting of the universe, sacrificing herself and her happy normal days to save all magical girls from the cruel fate that awaited them by wiping witches out of existence, the despair still manifest into creatures known as nightmares. Magical girl Homura Akemi continues to fight alone in the hope that she will be able to see Madoka smile again.","$12,947,880.00",116,"Hope, or Despair"
7480,48625,ja,劇場版 マクロスF 虚空歌姫 ~イツワリノウタヒメ~,13.334,11/21/2009,7.4,15,"['Drama', 'Romance', 'Animation', 'Science Fiction']","Half retelling of the original Frontier series, half new story. Conspiracies arise within the Frontier government when Sheryl Nome arrives to the colonial fleet for her concert and is soon marked as a spy for Galaxy while childhood friends, Alto Saotome and Ranka Lee both try to achieve their dreams as the battle between Frontier and the Vajra draws closer.",$0.00,120,
7502,378240,ja,遊☆戯☆王,9.007,3/6/1999,6.8,46,"['Adventure', 'Animation', 'Fantasy']","A shy duelist stumbles upon the legendary Red Eyes Black Dragon, with that card in his possession, he must learn to bring out his confidence to duel.",$0.00,31,
7527,1059,ja,隠し砦の三悪人,10.623,12/28/1958,8,388,"['Adventure', 'Drama', 'Action', 'Comedy']","Japanese peasants Matashichi and Tahei try and fail to make a profit from a tribal war. They find a man and woman whom they believe are simple tribe members hiding in a fortress. Although the peasants don't know that Rokurota is a general and Yuki is a princess, the peasants agree to accompany the pair to safety in return for gold. Along the way, the general must prove his expertise in battle while also hiding his identity.",$0.00,139,
7534,433157,ja,ワンピース ~ハートオブ ゴールド~,8.989,12/31/2016,7.2,37,"['Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']","A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori.",$0.00,104,
7535,26945,ja,劇場版カードキャプターさくら,11.121,8/21/1999,7.7,103,"['Fantasy', 'Animation', 'Adventure']","Sakura Kinomoto, a Card Captor, wins a game of chance and is awarded a trip to Hong Kong, along with her best friend Tomoyo and her rival, Syaoran Li. It turns out that the ancient rival of Clow Reed, the creator of the mysterious and powerful Clow Cards, summoned them, and she's out for revenge. A battle ensues, and secrets are revealed about Clow Reed's shady past and Sakura's connection to him.",$0.00,81,
7544,162095,ja,映画ドラえもん のび太とロボット王国（キングダム）,8.329,3/9/2002,6.6,7,['Animation'],"Doraemon and friends travels into another world via the time machine; where humans and robots are living together. However they soon find out that the Empress of Robot Kingdom was trying to capture robots there and turn them emotionless. As the situation goes tense, our heroes sets out to stop the Empress and her plan.",$0.00,81,
7599,150028,ja,うる星やつら いつだってマイ・ダーリン,13.847,8/16/1991,5.4,8,"['Action', 'Adventure', 'Animation', 'Comedy', 'Romance']","Lupika, an alien princess, is in love with a tofu seller. To make him love her too (at least, announce his love. He obviously fears the social taboo of a tofu vendor marrying a princess), she needs to get a love potion, which is in a certain temple. Legend has it that the only person that can obtain this love potion is the most lecherous man in the universe. That man turns out to be Ataru Moroboshi. Lupika kidnaps Ataru to make him get the potion, and Lum and her friends go out to search for Ataru.",$0.00,77,
7666,17962,ja,ワンダフルライフ,10.342,9/11/1998,7.2,129,"['Fantasy', 'Drama']","On a cold Monday morning, a group of counselors clock in at an old-fashioned social services office. Their task is to interview the recently deceased, record their personal details, then, over the course of the week, assist them in choosing a single memory to keep for eternity.",$0.00,118,What is the one memory you would take with you?
7701,614587,ja,ルパン三世 THE FIRST,11.608,12/6/2019,7.4,194,"['Adventure', 'Action', 'Animation']","The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.","$7,334,393.00",93,
7735,113082,ja,ベルセルク 黄金時代篇I 覇王の卵,11.832,2/3/2012,7.3,312,"['Action', 'Adventure', 'Fantasy', 'Animation']","Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",$0.00,76,"He trusts no one, only his sword."
7744,426285,ja,鋼の錬金術師,15.089,12/1/2017,5.3,403,"['Action', 'Fantasy', 'Science Fiction']",Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,$0.00,135,
7748,269650,ja,Appleseed Alpha,12.403,5/28/2014,6.7,279,"['Animation', 'Science Fiction', 'Action']","Based on the comic book by the creator of Ghost in the Shell, a young female soldier Deunan and her cyborg partner Briareos survive through the post World War 3 apocalyptic New York in search of human's future hope, the legendary city of Olympus.",$0.00,90,"To find Olympus, they must fight to survive."
7754,776305,ja,竜とそばかすの姫,9.936,7/16/2021,8,35,"['Animation', 'Drama', 'Science Fiction']","Suzu is a 17-year-old high school student living in a rural town with her father. Wounded by the loss of her mother at a young age, Suzu one day discovers the massive online world ""U"" and dives into this alternate reality as her avatar, Belle. Before long, all of U's eyes are fixed on Belle, when, suddenly, a mysterious dragon-like figure appears before her.","$54,195,448.00",121,You are no longer alone
7784,693356,ja,One Piece 大海原にひらけ! でっかいでっカイ父の夢!,8.972,4/6/2003,6.2,5,"['Animation', 'Action', 'Adventure']","Bonnie & Max are crew members of Pirate Zap's ship. They're tired of the life they're in a want to escape. Only problem is they have no money. Three child hostages over heard their conversation and the eldest, Amanda knows where Bonnie & Max can get loaded. As her father was a pro treasure hunter who hid a treasure and made a deal that they can have it. Max & Bonnie agreed and sneaked away with the 3 kids. And spent one month on the small island on where the treasure is said to be. Luffy and his crew got involved with the conflict. And end up battling against the Bayan & Zap Pirates who both want the same thing. And Amanda is the key to locating the treasure. Will the treasure be claimed by the right people?",$0.00,46,
7802,9666,ja,呪怨2,9.819,8/15/2003,6.3,221,"['Horror', 'Thriller']","While driving , the pregnant horror-movie actress Kyôko Harase and her fiancé are in a car crash. She loses her baby and her fiancé winds up in a coma. Kyôko was cursed together with a television crew when they shot a show in the haunted house where Kayako was brutally murdered by her husband years ago. While each member of the team dies or disappears, Kyôko is informed that she has a three-and-a-half-month-old fetus in her womb.",$0.00,92,
7811,880998,ja,幾多の北,7.268,11/6/2021,2,1,['Animation'],North is everywhere solitary. Here is all North. This is a record of the people I met in these Norths.,$0.00,64,
7813,11830,ja,タンポポ,8.817,11/23/1985,7.9,200,['Comedy'],"A pair of truck drivers happen onto a decrepit roadside fast food stop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle soup making"".",$0.00,115,The first Japanese Noodle Western.
7828,13964,ja,片腕マシンガール,10.066,1/2/2008,6.1,137,"['Action', 'Adventure', 'Comedy', 'Crime', 'Horror', 'Thriller']","The life of a young, Japanese schoolgirl is destroyed when her family is killed by a Ninja-Yakuza family. Her hand cut off, she replaces it with various machines-of-death, and seeks revenge",$0.00,96,It's Payback Time!
7831,46033,ja,ルパン三世VS名探偵コナン,12.147,3/27/2009,7,86,"['Action', 'Animation', 'Comedy', 'Crime', 'TV Movie']","When a wealthy woman and her son die in a hunting accident, it's up to Conan Edogawa to solve the case. Meanwhile, Lupin the Third is after the Queen Crown, owned by the Vesparand royal family. When these two legendary characters meet, who will win the day?! Followed by “Lupin the Third vs. Detective Conan: The Movie” (2013).",$0.00,104,
7865,76826,ja,火垂るの墓,10.95,11/1/2005,7.9,63,['Drama'],"Hisako loses her home in Tokyo to Allied bombing. With her husband fighting somewhere in Asia, she and her two children evacuate to a suburb of Kobe, where they share a house with Hisako's cousin, Kyoko. Kobe is bombed and Kyoko is killed. Hisako is forced to take care of Kyoko's two children in addition to her own, but there is not enough food for everyone.",$0.00,148,
7872,70841,ja,映画ドラえもん のび太の恐竜2006,8.219,3/4/2006,6.9,47,"['Animation', 'Adventure', 'Family']","After bringing a fossilized egg back to life with the Time Cloth, Nobita finds himself the owner of a baby dinosaur. Everything is fine until it grows up. Nobita and friends use Doraemon's time machine to return it back to its own time.",$0.00,107,
7927,297186,ja,劇場版 零〜ゼロ〜,10.772,9/26/2014,6,24,['Horror'],"High school student Aya Tsukimori becomes cursed and is unable to leave her school dormitory. Meanwhile, many students begin reporting ghost sightings at the school, while others go missing and are later discovered to have drowned mysteriously. Soon, Aya attempts to communicate with fellow student Michi Kazato, who begins investigating the disappearances of her friends.",$0.00,104,
7985,219250,ja,劇場版 とある魔術の禁書目録 -エンデュミオンの奇蹟-,10.747,2/23/2013,7,32,"['Action', 'Drama', 'Comedy', 'Fantasy', 'Science Fiction', 'Animation']","On the day Tōma Kamijō and Index see Academy City's space elevator, Endymion in the distance, they meet a Level 0 girl with an amazing singing voice, Arisa Meigo. As the three enjoy their time together after school, magic-user Stiyl Magnus suddenly attacks them. His target: Arisa. Why would a girl from the science side be targeted by someone from the magic side, Tōma wonders. In the chaos of Stiyl's attack, he tells Tōma, Index and Arisa that she might cause a war between the magic side and the science side.",$0.00,90,
7988,260347,ja,Sasori: Korosu tenshi 2,13.593,10/31/1998,3.5,2,[],"Nami Matsushima has escaped from the prison to which she was sentenced in Scorpion, but is now obsessed with tracking down the--don't laugh--one-armed man who murdered her younger sister fifteen years ago. Nami is certainly no great action heroine, and the plot at times makes little sense, climaxing with a coincidence more ridiculous than any Shakespeare ever used. For complicated reasons, Nami uses her medical knowledge to break into a women's prison as staff physician. There, as in the previous movie, the convicts wind up naked awfully frequently.",$0.00,90,
7990,3782,ja,生きる,10.782,10/9/1952,8.4,721,['Drama'],"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.","$55,240.00",143,A big story of a little man which will grip your soul ...
7998,373261,ja,アート・アイドル声ちゃんの挑戦！ 変躰ランド,12.281,5/7/2004,0,0,['Documentary'],"Pop art documentary faeturing 'Koe-chan'. She is an idol shop clerk of the large manga shop 'Mandarake', popular for her 'costume-play'.",$0.00,90,Hentai Land
8055,47444,ja,Time of the Apes,11.25,1/1/1987,3.1,16,"['Science Fiction', 'TV Movie']",A female scientist and two children are accidentally transported into a future dominated by primates.,$0.00,97,
8095,513434,ja,カメラを止めるな！,9.524,11/4/2017,7.7,427,"['Comedy', 'Horror']","""Things go badly for a hack director and film crew shooting a low-budget zombie movie in an abandoned Japanese World War II facility, when they are attacked by real zombies."" Or, that's what it says on the tin, but this is the story of how it really happened...","$200,000,000.00",96,Don’t Stop Shooting!
8102,820530,ja,劇場版 抱かれたい男1位に脅されています。～スペイン編～,14.161,10/9/2021,1.3,2,"['Animation', 'Drama', 'Comedy']",,$0.00,0,
8107,16804,ja,おくりびと,11.763,9/13/2008,7.9,555,['Drama'],"Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking he’s applying for a job at a travel agency he finds he’s being interviewed for work with departures of a more permanent nature – as an undertaker’s assistant.","$69,932,387.00",130,The gift of last memories
8118,112702,ja,変態家族 兄貴の嫁さん,16.419,6/5/1984,5.2,13,"['Comedy', 'Drama']","The film tells a story about a woman and her relationship with the family of her husband's, in particular her husband's younger brother and father-in-law. Her husband, on the other hand, has an affair with a dominatrix and is obsessed in S&M games.",$0.00,63,
8150,271948,ja,STAR DRIVER 閃亮的塔克特 THE MOVIE,12.538,2/9/2013,7,1,"['Animation', 'Action', 'Adventure', 'Romance']","In the remote Southern Cross island, a secret organization named The Glittering Crux plans to reactivate giant mobile suits that have been sealed for ages. Known as cybodies, they can only be controlled by pilots identified as star drivers. To unleash their full power, the mysterious group must break the seals of the four shrine maidens that reside in the isle. Recently arrived outsider Takuto Tsunashi vows to stop the Glittering Crux in order to protect Wako Agemaki, girl who saved his life and is one of the four maidens. Wako is a lively young lady who has already been betrothed to Sugata Shindou, a rich and talented childhood friend. Despite being very close to Agemaki, Sugata quietly disapproves this engagement since it was forced on to them due to a family tradition. The melancholic couple becomes a radiant trio as Takuto becomes not only their friend, but protector of the seals since he is none other than the Galactic Pretty Boy, gifted star driver of Tauburn, the 22nd cybody.",$0.00,150,
8157,456611,ja,LUPIN THE IIIRD 血煙の石川五ェ門,13.402,2/4/2017,7.8,88,"['Action', 'Animation', 'Crime']","A yakuza boss hires Goemon Ishikawa, a modern day samurai, to protect him aboard his cruise ship casino. Everything goes sideways when the famous thief, Lupin the Third, tries to rob the vessel. Lupin's being hunted by a powerful and mysterious man: the so called “Ghost of Bermuda.” With Goemon's employer dead in the ensuing chaos, his honor is at stake, and the only way to preserve it is with blood. But this opponent is like no other, and to make things right, Goemon may need to sharpen not only his sword, but himself as well!",$0.00,54,Everything Must Return to the Soil
8189,31347,ja,劇場版 カードキャプターさくら 封印されたカード,12.949,7/15/2000,8.2,135,"['Comedy', 'Animation', 'Adventure', 'Fantasy', 'Romance']","All of the Clow Cards have been captured, and Sakura Kinomoto, the new Master of the Cards, is preparing to play the lead in the play for the town festival. However, a new evil force is causing mysterious events all over Tomoeda, including the disappearance of Sakura's cards. With Syaoran's help, Sakura must figure out the cause of these events, and save her town.",$0.00,80,
8304,18881,ja,カイト,8.362,2/25/1998,6.8,71,"['Animation', 'Crime', 'Action', 'Thriller']","Sawa may seem innocent and naive, but don’t be fooled. She is a cold-blooded killer, and if you’re on the wrong side of the law, you may be her next target. Not content to just watch as the imperfect justice system lets more and more criminals go loose every day, a detective decides to train the young Sawa to be his instrument of justice.",$0.00,50,
8308,118412,ja,ベルセルク 黄金時代篇II ドルドレイ攻略,10.734,6/23/2012,7.5,232,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']","The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",$0.00,98,
8359,68557,ja,ひぐらしのなく頃に 誓,8.735,4/18/2009,6.5,17,"['Horror', 'Mystery', 'Thriller']","Maebara Keiichi, a young teenager, has recently moved from the city to the rural village of Hinamizawa with his family. He is adjusting quite well to his new life, making friends at the small school, playing games, passing time in relative happiness, when suddenly a gruesome murder occurs. A mystery begins to unravel — tracing back to happenings five years ago. As Keiichi learns more about these strange events, he wonders if he will be able to face the truth behind all of this.",$0.00,106,
8365,39229,ja,機動戦士ガンダムII 哀・戦士編,13.121,7/11/1981,7.3,30,"['Animation', 'Science Fiction', 'Action']","After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",$0.00,133,
8369,11878,ja,用心棒,12.221,4/25/1961,8.2,953,"['Drama', 'Thriller']","A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",$0.00,110,Seven Samurai if it Was Just One Samurai!
