sr_no,id,original_language,original_title,release_date,vote_average,vote_count,genre,overview,revenue,runtime,gender
2420,11679.0,en,xXx: State of the Union,4/27/2005,5.0,1435.0,ActionAdventureCrimeMysteryThriller,Darius Stones criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,71073932.0,101.0,0
2421,397837.0,en,Before I Fall,3/2/2017,7.0,3002.0,DramaMysteryThrillerFantasy,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",12141122.0,98.0,0
2422,1422.0,en,The Departed,10/5/2006,8.2,11729.0,DramaThrillerCrime,"To take down South Bostons Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover theres a mole among them.",291465000.0,151.0,1
2423,458305.0,en,Vivarium,9/7/2019,6.0,1138.0,Science FictionHorrorMystery,"A young woman and her fiancé are in search of the perfect starter home. After following a mysterious real estate agent to a new housing development, the couple finds themselves trapped in a maze of identical houses and forced to raise an otherworldly child.",427399.0,97.0,1
2424,419479.0,en,The Babysitter,10/13/2017,6.1,2719.0,HorrorComedy,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",107503530.61488006,85.0,0
2425,165629.0,en,Love Scenes,1/1/1984,7.4,8.0,Drama,"Acclaimed actress Val Binnes decides to play a bold and uninhibited role in a controversial new movie for her ambitious, but neglectful and self-absorbed director husband Peter. Val finds herself becoming too caught up in the risqué part, throws caution to the wind, and has an adulterous affair with her hunky, but arrogant leading man Rick. Can Val and Peters marriage survive the pressure and problems of making the picture?",107503530.61488006,82.0,1
2426,520663.0,en,The Woman in the Window,5/14/2021,6.1,1235.0,DramaThrillerCrimeMystery,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,107503530.61488006,102.0,0
2427,384798.0,en,Kill Command,5/13/2016,5.5,451.0,ActionHorrorScience Fiction,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",107503530.61488006,99.0,0
2428,785663.0,en,Old Henry,10/1/2021,7.4,61.0,WesternThriller,"A widowed farmer and his son warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide who to trust. Defending a siege of his homestead, the farmer reveals a talent for gun-slinging that surprises everyone calling his true identity into question.",107503530.61488006,99.0,0
2429,12182.0,en,Nick and Norahs Infinite Playlist,10/3/2008,6.4,969.0,ComedyMusicDrama,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris friend Norah suddenly shows interest in him at a club. Thus begins an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norahs drunken friend, Caroline, with help from Nicks band mates. As the night winds down, the two have to figure out what they want from each other.",33556631.0,89.0,1
2430,714338.0,hi,Bulbbul,6/24/2020,6.7,69.0,HorrorFantasy,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",107503530.61488006,94.0,0
2431,324284.0,en,Lamb,1/8/2016,6.5,35.0,Drama,"Lamb, based on the novel by Bonnie Nadzam, traces the self-discovery of David Lamb in the weeks following the disintegration of his marriage and the death of his father. Hoping to regain some faith in his own goodness, he turns his attention to Tommie, an awkward and unpopular eleven-year-old girl. Lamb is convinced that he can help her avoid a destiny of apathy and emptiness, and takes Tommie for a road trip from Chicago to the Rockies, planning to initiate her into the beauty of the mountain wilderness. The journey shakes them in ways neither expects.",107503530.61488006,93.0,1
2432,429415.0,en,Extinction,7/26/2018,6.0,1409.0,ActionDramaScience FictionThriller,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",1451864.0,96.0,1
2433,80184.0,es,La cara oculta,9/16/2011,7.3,722.0,ThrillerMystery,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.,107503530.61488006,92.0,0
2434,51052.0,en,Arthur Christmas,11/10/2011,6.7,1046.0,DramaAnimationFamilyComedy,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",107503530.61488006,97.0,1
2435,9397.0,en,Evolution,6/8/2001,6.0,1672.0,ComedyScience FictionAction,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",98376292.0,101.0,1
2436,376290.0,en,Miss Sloane,11/25/2016,7.5,1366.0,ThrillerDrama,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,9101546.0,132.0,0
2437,755.0,en,From Dusk Till Dawn,1/19/1996,7.0,4561.0,HorrorActionThrillerCrime,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive from dusk till dawn at the rendezvous point, which turns out to be a Hell of a strip joint.",25836616.0,108.0,0
2438,388399.0,en,Patriots Day,12/12/2016,7.0,2060.0,ActionCrimeDramaHistoryThriller,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",50548152.0,133.0,1
2439,196867.0,en,Annie,12/19/2014,6.2,1080.0,ComedyDramaFamily,"Annie is a young, happy foster kid whos also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that theyd be back for her someday, its been a hard knock life ever since with her mean foster mom Miss Hannigan. But everythings about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes hes her guardian angel, but Annies self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean its the other way around.",133821816.0,119.0,0
2440,487558.0,en,BlacKkKlansman,8/9/2018,7.6,5994.0,CrimeDramaHistoryComedy,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",93400823.0,135.0,0
2441,944.0,en,Lethal Weapon 4,7/10/1998,6.6,1953.0,ActionAdventureComedyCrimeThriller,"In the combustible action franchises final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, whos up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",285444603.0,127.0,0
2442,10865.0,en,Atlantis: The Lost Empire,6/2/2001,6.9,3711.0,AnimationFamilyAdventureScience Fiction,"The worlds most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the teams mission must switch from exploring Atlantis to protecting it.",186053725.0,95.0,0
2443,8077.0,en,Alien³,5/22/1992,6.3,4163.0,Science FictionActionHorror,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",159773545.0,114.0,0
2444,395834.0,en,Wind River,8/3/2017,7.4,3787.0,CrimeDramaMysteryThriller,An FBI agent teams with the towns veteran game tracker to investigate a murder that occurred on a Native American reservation.,44998252.0,107.0,0
2445,8204.0,en,The Spiderwick Chronicles,2/14/2008,6.6,2043.0,FamilyAdventureFantasyDrama,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",164170327.0,95.0,0
2446,9480.0,en,Daredevil,2/14/2003,5.2,3974.0,FantasyActionCrimeScience FictionThriller,A man blinded in a childhood accident fights crime using his superhumanly-elevated remaining senses.,179179718.0,103.0,0
2447,258284.0,en,Every Secret Thing,4/20/2014,6.1,255.0,ThrillerDramaCrimeMystery,"One clear summer day in a Baltimore suburb, a baby goes missing from her front porch. Two young girls serve seven years for the crime and are released into a town that hasnt fully forgiven or forgotten. Soon, another child is missing, and two detectives are called in to investigate the mystery in a community where everyone seems to have a secret.",103536.0,93.0,1
2448,570670.0,en,The Invisible Man,2/26/2020,7.2,4135.0,ThrillerScience FictionHorror,"When Cecilias abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",130234661.0,124.0,0
2449,265195.0,es,Relatos salvajes,8/21/2014,7.9,2462.0,DramaThrillerComedy,Six deadly stories that explore the extremities of human behaviour involving distressed people seeking revenge.,27007072.0,122.0,1
2450,41965.0,en,Paperhouse,9/10/1988,6.8,93.0,DramaFantasyHorror,"A young girl lost in the loneliness and boredom of reality finds solace in an ill boy, whom she can visit in a surreal dream world that she drew in her school composition book.",241278.0,92.0,0
2451,13648.0,en,Baiohazâdo: Dijenerêshon,2/13/2008,6.8,751.0,AnimationHorrorActionScience Fiction,"A zombie attack brings chaos to Harvardville Airport. Leon Kennedy and Claire Redfield , who fought the sinister Umbrella Corporation during the Raccoon City tragedy 7 years ago, are back. In high-octane Resident Evil style, theyre ready to battle a rogue warrior who is seeking revenge after his family was killed in Raccoon City. The deadly G-Virus is unleashed and a new mutated monster rampages.",107503530.61488006,97.0,1
2452,242.0,en,The Godfather: Part III,12/25/1990,7.4,4595.0,CrimeDramaThriller,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",136766062.0,170.0,0
2453,44918.0,en,Titanic II,8/7/2010,4.9,275.0,ActionAdventureThriller,"On the 100th anniversary of the original voyage, a modern luxury liner christened ""Titanic 2,"" follows the path of its namesake. But when a tsunami hurls an ice berg into the new ships path, the passengers and crew must fight to avoid a similar fate.",107503530.61488006,90.0,0
2454,142061.0,en,"Batman: The Dark Knight Returns, Part 2",1/3/2013,8.0,1059.0,Science FictionActionAnimationMystery,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,107503530.61488006,78.0,0
2455,592508.0,hi,सूर्यवंशी,11/5/2021,4.7,5.0,ActionDramaCrime,"Sooryavanshi follows DCP Veer Sooryavanshi, the Chief of India’s Anti-Terrorism Squad, as he attempts to protect Mumbai from one of the worst terror attacks in history. The Sooryavanshi character was announced towards the end of Simmba that served as an introduction of the film. Singham and Simmba in extended cameo appearances reprise their roles from the franchises previous films.",107503530.61488006,145.0,1
2456,415842.0,en,American Assassin,9/14/2017,6.4,2355.0,ActionThriller,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",67200000.0,112.0,0
2457,36643.0,en,The World Is Not Enough,11/17/1999,6.3,2160.0,AdventureActionThriller,"Greed, revenge, world dominance and high-tech terrorism – its all in a days work for Bond, whos on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the worlds oil supply hanging in the balance.",361832400.0,128.0,0
2458,556901.0,en,Teen Titans Go! vs. Teen Titans,7/21/2019,8.0,358.0,ActionAnimation,"In Teen Titans Go! vs Teen Titans, the comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. Theyll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (thats right, Santa!) and time itself in order to save the multiverse.",107503530.61488006,76.0,0
2459,467615.0,en,The Curse of Buckout Road,11/24/2017,6.8,37.0,Horror,"A college class project on creation and destruction of modern myth, turns terrifying when a trio of young people come to realize the urban legends surrounding the famed Buckout Road may, in fact, be REAL.",107503530.61488006,97.0,1
2460,48171.0,en,The Rite,1/28/2011,6.1,1591.0,DramaThrillerHorror,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",96047633.0,114.0,0
2461,16304.0,en,Creepshow 3,4/24/2006,4.6,98.0,HorrorComedy,"This follow-up to the George Romero/Stephen King-launched anthology series features five new tales of horror and a wraparound. The main stories deal with alternative realities (""Alice""), possessed communication devices (""The Radio""), vampires and serial killers in lust (""Call Girl""), mad inventors (""The Professors Wife""), and hauntings from beyond the grave (""Haunted Dog"").",107503530.61488006,104.0,1
2462,63.0,en,Twelve Monkeys,12/29/1995,7.6,6483.0,Science FictionThrillerMystery,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earths population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, hes arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",168841459.0,129.0,1
2463,504949.0,en,The King,10/11/2019,7.2,2211.0,DramaHistoryWar,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",107503530.61488006,140.0,0
2464,16418.0,en,Barbie Presents: Thumbelina,2/24/2009,6.5,356.0,AnimationFamily,"Meet a tiny girl named Thumbelina who lives in harmony with nature in the magical world of the Twillerbees thats hidden among the wildflowers. At the whim of a spoiled young girl named Makena, Thumbelina and her two friends have their patch of wildflowers uprooted and are transported to a lavish apartment in the city.",107503530.61488006,75.0,1
2465,79113.0,en,A Princess for Christmas,12/3/2011,7.1,326.0,ComedyFamilyTV MovieRomance,"After her sister and brother-in-laws tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-laws father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",107503530.61488006,89.0,1
2466,4951.0,en,10 Things I Hate About You,3/30/1999,7.6,6123.0,ComedyRomanceDrama,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",53478166.0,97.0,1
2467,61012.0,en,Silent Hill: Revelation 3D,10/10/2012,5.4,1230.0,ThrillerHorrorMystery,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesnt fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers shes not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",52302796.0,94.0,0
2468,354857.0,en,Regular Show: The Movie,9/1/2015,7.8,247.0,AnimationComedyScience FictionTV Movie,"To save the universe, and their friendship, Mordecai and Rigby must defeat an evil volleyball coach.",107503530.61488006,70.0,1
2469,11619.0,en,Flushed Away,10/22/2006,6.2,2926.0,AdventureAnimationComedyFamily,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",178120010.0,85.0,0
2470,9279.0,en,Jingle All the Way,11/21/1996,6.0,1914.0,ComedyFamilyAdventure,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his sons karate exposition, Howard vows to make it up to him by buying an action figure of his sons favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",129832389.0,89.0,1
2471,699174.0,ja,NARUTO ナルティメットヒーロー3 ついに激突! 上忍VS下忍!! 無差別大乱戦大会開催!!,12/22/2005,4.5,8.0,AnimationAction,"A contest is made by the Fifth Hokage called Jonin vs Genin. The point is to collect crystals for points, with the higher-ranked Chunin and Jonin holding crystals worth more points. The Genin have blue crystals, while the Chunin and Jonin have red crystals.",107503530.61488006,26.0,0
2472,85446.0,en,Step Up Revolution,7/26/2012,6.9,1763.0,MusicDramaRomance,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emilys fathers development plans.",140470746.0,99.0,0
2473,387893.0,en,Ice Age: The Great Egg-Scapade,3/19/2016,6.4,367.0,AdventureAnimationComedyFamilyTV Movie,"A harried prehistoric bird mother entrusts her precious, soon-to-hatch egg to Sid. When she recommends him to her neighbours, business booms at his new egg-sitting service. However, dastardly pirate bunny, Squint, who is seeking revenge on the herd, steals, camouflages and hides all the eggs. Once again, with Squint’s twin brother assisting, Manny, Diego and the rest of the gang come to the rescue and take off on a daring mission that turns into the world’s first Easter egg hunt.",107503530.61488006,25.0,1
2474,744738.0,en,Dune Drifter,10/24/2020,3.9,17.0,Science FictionHorror,"When the trainee pilot and her mortally wounded gunner are shot down, they crash land on a nearby planet. An enemy craft offers the chance of spare parts to fix her ship, but then she spots another survivor - an enemy alien soldier with no intention of letting her escape.",107503530.61488006,98.0,0
2475,394374.0,es,Al final del túnel,4/21/2016,7.1,284.0,CrimeThriller,A paraplegic computer engineer that moves in a wheelchair and works in his basement starts hearing noises and voices of bank-robbers.,107503530.61488006,120.0,0
2476,72387.0,en,Safe,4/16/2012,6.5,1863.0,ActionCrimeThriller,"After a former elite agent rescues a 12-year-old Chinese girl whos been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",40346186.0,94.0,0
2477,16538.0,en,"I Love You, Man",3/20/2009,6.5,1258.0,ComedyRomance,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",91980359.0,105.0,0
2478,400106.0,en,Bright,12/22/2017,6.2,4679.0,FantasyActionThriller,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",107503530.61488006,117.0,1
2479,141.0,en,Donnie Darko,10/26/2001,7.8,9852.0,FantasyDramaMystery,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",7500000.0,114.0,1
2480,1949.0,en,Zodiac,3/2/2007,7.5,7773.0,CrimeDramaMysteryThriller,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",84785914.0,157.0,1
2481,22824.0,en,The Fourth Kind,11/6/2009,6.2,1195.0,MysteryScience FictionThriller,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",47709193.0,98.0,0
2482,9470.0,cn,功夫,2/10/2004,7.4,1966.0,ActionComedyCrimeFantasy,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sings actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",101434304.0,99.0,1
2483,9594.0,en,Double Impact,7/31/1991,6.1,724.0,ThrillerActionCrimeDrama,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",30102717.0,110.0,0
2484,851281.0,en,Monster Hunter: Legends of the Guild,8/12/2021,5.8,46.0,AnimationAdventureActionFantasy,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",107503530.61488006,58.0,0
2485,866462.0,en,Megalodon Rising,8/27/2021,6.8,49.0,ActionScience Fiction,"When history’s greatest aquatic predator returns, the armada of modern warships sent to destroy it has no chance at all.",107503530.61488006,86.0,1
2486,599975.0,en,Countdown,10/24/2019,6.4,1382.0,HorrorThriller,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",48021766.0,90.0,0
2487,29889.0,en,Silent Venom,6/2/2009,5.5,23.0,ActionAdventureHorrorThriller,An American submarine traveling through dangerous territorial waters is put in even more danger when two scientists bring venomous snakes on board.,107503530.61488006,90.0,0
2488,575923.0,en,Only Mine,1/15/2019,5.5,57.0,ThrillerDramaTV Movie,"Tormented and left for dead by a scorned lover, a woman finds the strength within herself to recover and retaliate against her abuser.",107503530.61488006,87.0,1
2489,736604.0,en,The Boy from Medellín,9/11/2020,5.9,76.0,DocumentaryMusic,Colombian reggaeton singer J Balvin prepares for his 2019 homecoming concert amid intense political turmoil.,107503530.61488006,95.0,0
2490,4970.0,en,Gothika,11/21/2003,6.1,1731.0,HorrorThriller,"After a car crash, a criminal psychologist regains consciousness only to find that shes a patient in the same mental institution that currently employs her. It seems shes been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",141591324.0,98.0,0
2491,334543.0,en,Lion,1/20/2016,8.1,5494.0,Drama,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",140312928.0,118.0,1
2492,351460.0,en,Death Note,8/25/2017,4.2,3340.0,FantasyThrillerCrimeDramaHorror,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",107503530.61488006,101.0,1
2493,137116.0,en,Smurfs: The Lost Village,3/23/2017,6.3,1128.0,FamilyAdventureAnimationComedy,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",197183546.0,89.0,1
2494,10022.0,en,The Pacifier,3/4/2005,6.1,2426.0,ComedyFamily,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids house.,198636868.0,95.0,1
2495,290098.0,ko,아가씨,6/1/2016,8.3,2464.0,ThrillerDramaRomance,"1930s Korea, in the period of Japanese occupation, a young woman is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate with her domineering uncle, but shes involved in something greater that will soon be revealed.",37767206.0,145.0,1
2496,7451.0,en,xXx,8/9/2002,5.9,3321.0,ActionAdventureThriller,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, hes not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",277448382.0,124.0,1
2497,430040.0,en,The Hurricane Heist,2/28/2018,5.7,796.0,ActionCrimeThriller,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,32517248.0,103.0,1
2498,10214.0,en,Son of the Mask,2/18/2005,4.2,1363.0,FantasyComedyFamilyAdventure,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",107503530.61488006,94.0,0
2499,361743.0,en,Top Gun: Maverick,5/1/2022,0.0,0.0,ActionDrama,"After more than thirty years of service as one of the Navys top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him.",107503530.61488006,101.0900430239705,1
2500,1359.0,en,American Psycho,4/13/2000,7.4,7167.0,ThrillerDramaCrimeHorror,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",34266564.0,102.0,0
2501,732670.0,en,The Lego Star Wars Holiday Special,11/17/2020,6.7,196.0,AnimationFamilyAdventureComedyScience Fiction,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?",107503530.61488006,44.0,0
2502,601.0,en,E.T. the Extra-Terrestrial,6/11/1982,7.5,9032.0,Science FictionAdventureFamilyFantasy,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",792965500.0,115.0,0
2503,80274.0,en,Enders Game,10/24/2013,6.6,4718.0,Science FictionActionAdventure,"Based on the classic novel by Orson Scott Card, Enders Game is the story of the Earths most gifted children training to defend their homeplanet in the space wars of the future.",125537191.0,114.0,0
2504,555748.0,en,The Other Side of Heaven 2: Fire of Faith,6/28/2019,5.1,7.0,AdventureDrama,"Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness, the Grobergs face their ultimate test of faith, only to find themselves surrounded by the love and prayers of thousands of Tongans. Barriers of inter religious strife are soon broken down as all unite in hopes of a miracle that will save the babys life, as well as the life of a Tongan ministers son.",107503530.61488006,110.0,0
2505,50014.0,en,The Help,8/9/2011,8.2,5888.0,Drama,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her familys struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",216639112.0,146.0,0
2506,40700.0,ja,僕の初恋をキミに捧ぐ,10/24/2009,7.4,78.0,DramaComedyRomance,"As a child Takuma is diagnosed with a heart condition that requires care from a cardiologist. He soon becomes friends with his doctors young daughter Mayu while being treated at the hospital. One day Mayu overhears her father saying that Takumas condition is serious enough that he most likely wont live beyond the age of 20. Takuma isnt aware of this himself, however, so at 8-years-old he makes a promise to marry Mayu when they turn 20. Later in life, Takuma becomes aware that he wont be able to keep this promise and he begins distancing himself from Mayu in hopes of protecting her.",107503530.61488006,122.0,0
2507,14613.0,en,Next Avengers: Heroes of Tomorrow,9/2/2008,6.9,178.0,AnimationFamily,The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents demise.,3800000.0,78.0,0
